Company_Cleaned,Sector,Headquarters,Amount_Cr,Funding_Round_Type,Lead_Investors,Year,Month
khetika,Ecommerce,Bangalore,149.4,Series B,"Narotam Sekhsaria Family Office, Anicut Capital",2025,July
inprime finserv,Fintech,Bangalore,49.8,Series A,Pravega Ventures,2025,July
chai bisket,Media & Entertainment,Hyderabad,41.5,Seed,"Infoedge Ventures, General Catalyst",2025,July
belong,Fintech,Bangalore,41.5,Seed,Elevation Capital,2025,July
clean fanatics,Consumer,Bangalore,16.6,Seed,Inflection Point Ventures,2025,July
cookd,Ecommerce,Chennai,16.6,Pre-Series A,Spring Marketing Capital,2025,July
gramik,Agritech,Lucknow,16.6,Unknown,Unknown,2025,July
green aero,Advanced Hardware & Technology,Delhi,13.28,Seed,Pi Ventures,2025,July
amama,Ecommerce,Delhi,8.3,Unknown,Mistry Ventures,2025,July
wiselife,Ecommerce,Gurgaon,7.74,Seed,Rukam Capital,2025,July
linkrunner,AI,Bangalore,4.65,Unknown,Titan Capital,2025,July
divine hindu,Ecommerce,Gurgaon,1.5,Seed,Unknown,2025,July
jeh aerospace,Advanced Hardware & Technology,Hyderabad,1.5023,Unknown,Indigo Ventures,2025,July
jumbotail,Ecommerce,Bangalore,996.0,Series D,"Sc Ventures, Artal Asia",2025,July
inframarket,Real Estate,Thane,415.0,Debt,Mars Growth Capital,2025,July
incred finance,Fintech,Mumbai,388.44,Debt,"Morgan Stanley, Nippon Life India",2025,July
eggoz,Ecommerce,Gurgaon,166.0,Series C,"Gaja Capital, Ivycap Ventures, Rebright Partners, Avaaunknown Capital, Nabventures, Merisis Opportunities Fund, Arvind Thakur, S Ramadorai, Artek Chemicals, Blue Dot Capital",2025,July
appsforbharat,Consumer,Bangalore,166.0,Series C,"Susquehanunknown Asia Vc, Fundamentum, Elevation Capital, Peak Xv Partners",2025,July
aukera,Ecommerce,Bangalore,124.5,Series B,"Peak Xv Partners, Fireside Ventures, Sparrow Capital, Prath Ventures, Alteria Capital",2025,July
bambrew,Enterprise,Bangalore,87.15,Series B,"Ashok Goel, Enrission India Capital",2025,July
eeki,Agritech,Kota,58.1,Series A,Sixth Sense Ventures,2025,July
zango ai,AI,Indore,39.84,Seed,"Nexus Venture Partners, South Park Commons, Notion Capital, No Label Ventures, Start Ventures",2025,July
maieutic semiconductor,Advanced Hardware & Technology,Bangalore,34.86,Seed,"Endiya Partners, Exfinity Venture Partners",2025,July
luma fertility,Healthcare,Mumbai,33.2,Seed,"Peak Xv, Ameera Shah, Vijay Taparia",2025,July
gobblecube,AI,Gurgaon,29.05,Pre-Series A,"Infoedge Ventures, Kae Capital",2025,July
loopworm,Healthcare,Bangalore,27.39,Pre-Series A,"Waterbridge Ventures, Enrission India Capital",2025,July
cimware,Advanced Hardware & Technology,Bangalore,19.09,Pre-Series A,Transition Vc,2025,July
sthyr energy,Cleantech,Chennai,8.3,Seed,"Speciale Invest, Antares Ventures",2025,July
astrophel aerospace,Advanced Hardware & Technology,Pune,6.64,Pre-Seed,Unknown,2025,July
lamark biotech,Healthcare,Bangalore,6.37,Pre-Series A,"Ian Alpha Fund, Viunknownyender Tulla, Nita Roy, Venkataraman Knk",2025,July
fitfeast,Ecommerce,Delhi,5.35,Seed,"Inflection Point Ventures, Raghav Singhal, Santosh Govindaraju, Abhishek Chopra, Aabhas Khanunknown",2025,July
garaaz,Enteprise,Jaipur,4.41,Seed,Gvfl,2025,July
fes cafe,Food,Gurgaon,2.91,Seed,Wolfpack Labs,2025,July
ajnalens,Advanced Hardware & Technology,Thane,2.9133,Unknown,Lenskart,2025,July
raphe mphibr,Advanced Hardware & Technology,Noida,830.0,Unknown,"General Catalyst, Think Investments, Amal Parikh",2025,June
giva,Ecommerce,Bangalore,514.6,Unknown,"Creaegis, Premji Invest, Epiq Capital, Edelweiss Discovery Fund",2025,June
eka mobility,Cleantech,Pune,190.9,Unknown,Eunknownm Holdings,2025,June
shopos,AI,Ahmedabad,166.0,Seed,3State Ventures,2025,June
gokwik,Fintech,Delhi,107.9,Unknown,"Rtp Global, Z47, Peak Xv Partners, Think Investments",2025,June
sahi,Fintech,Mumbai,87.15,Series A,"Accel, Elevation Capital",2025,June
fabheads,Advanced Hardware & Technology,Chennai,83.0,Series A,"Accel, Trifecta Capital",2025,June
kazam,Cleantech,Bangalore,51.46,Series B,"Interunknowntiounknownl Fiunknownnce Corporation, Vertex Ventures Sea, India, Avaaunknown Capital",2025,June
flipspaces,Real Estate,Mumbai,48.97,Unknown,Asiaunknown Fund,2025,June
stayvista,Travel,Mumbai,41.5,Series B,"Jsw Ventures, Dsg Consumer Partners, Capri Global Family Office",2025,June
rabitat,Ecommerce,Delhi,38.18,Series A,"Rpsg Capital, Dsg Consumer Partners, Capital A, Accurize Syndicate, Flair Writing Family Office, Eagle Venture Fund, Ag Ventures, Vedang Patel, Harsh Lal, Rohin Samtaney, Ramakant Sharma, Sourabh Jain, Ankit Nagori",2025,June
zilo,Consumer,Mumbai,37.35,Seed,"Info Edge Ventures, Chiratae Ventures",2025,June
evera cabs,Travel,Delhi,33.2,Debt,Mufin Green Fiunknownnce,2025,June
coratia,Advanced Hardware & Technology,Rourkela,16.6,Pre-Series A,Mgfunknownkavachh,2025,June
fantail,Enterprise,Surat,13.28,Seed,"Riverwalk Holdings, Incubate Fund Asia, All In Capital",2025,June
armory,Advanced Hardware & Technology,Gurgaon,12.45,Unknown,"Growx Ventures, Industrial 47, Antler, Ac Ventures, Dexter Ventures",2025,June
jobizo,Enterprise,Gurgaon,11.62,Pre-Series A,"Inflection Point Ventures, Alkemi Ventures",2025,June
skippi,Ecommerce,Hyderabad,11.62,Pre-Series A,Unknown,2025,June
auraml,AI,Bangalore,8.3,Pre-Seed,"Turbostart, Devc, Gsf Accelerator, Indian Angel Network",2025,June
innovodigm,Healthcare,Kolkata,5.34,Seed,Ian Group,2025,June
truliv,Real Estate,Chennai,5.3369,Unknown,"Bennett, Coleman, Co",2025,June
wiom,Consumer / Enterprise,Delhi,290.5,Unknown,"Bertelsmann India Investments, Accel, Prosus, Promaft Partners, Rtp Global",2025,June
pop,Fintech,Bangalore,249.0,Unknown,Razorpay,2025,June
oben electric,Cleantech,Bangalore,95.45,Series A,"Helios Holdings, Sharda Family Office, Kay Family",2025,June
techfino,Fintech,Bangalore,62.25,Unknown,"Stellaris Venture Partners, Saison Capital",2025,June
saswat finance,Fintech,Mumbai,21.58,Pre-Series A,"Ankur Capital, Incubate Fund Asia",2025,June
illumine,Enterprise,Chennai,20.75,Seed,Prime Venture Partners,2025,June
darwix ai,AI,Gurgaon,12.45,Unknown,"Rebalance, Ipv, Jito Incubation And Innovation Foundation, Growth Sense, Growth91, Ankit Nagori, Sanjay Suri, Amit Lakhotia, Mekin Maheshwari",2025,June
7 ring,Ecommerce,Mumbai,3.83,Pre-Series A,"Venture Catalysts, Anchorage Capital Partners, Sheth Family Office",2025,June
nuvie,Ecommerce,Bangalore,3.73,Pre-Seed,Pedalstart,2025,June
xportel,Logistics,Delhi,3.735,Seed,"Rukam Sitara, Flipkart Ventures",2025,June
decentro,Fintech,Bangalore,30.0,Series B,Infoedge Ventures,2025,June
sanlayan,Defence Electronics,Bangalore,186.0,Series A,"Gemba Capital, Singularity Ventures, And Shastra Vc",2025,June
roomstoryai,AI,Gurgaon,3.0,Pre-Seed,Rukam Sitara Fund,2025,June
vecmocon,Deeptech,Delhi,149.4,Series A,Eif,2025,June
cred,Fintech,Bangalore,617.0,Other,Gic’S Lathe Investment,2025,June
flick tv,Ott,Noida,19.09,Seed,Stellaris Venture Partners,2025,June
kazam,Electric Mobility,Bangalore,49.8,Series B,Vertex Ventures,2025,June
wow momo,Qsr,Kolkata,85.0,Debt,Stride Ventures,2025,June
powerup money,Fintech,Bangalore,58.93,Seed,Accel,2025,June
flexiloans,Fintech,Mumbai,375.0,Series C,Bii,2025,June
garuda aerospace,Drone,Chennai,8.3,Unspecified Round,Narotam Sekhsaria Family Office,2025,June
piston,Digital Payment,Chennai,50.63,Seed,"Spark Capital, Pear Vc And Bond",2025,June
leumas,Deeptech,Bangalore,18.26,Seed,Capital 2B,2025,June
machaxi,Sportstech,Bangalore,12.45,Unspecified Round,"Rainmatter, Prakash Padukone",2025,June
knest,Constructiontech,Pune,300.0,Unspecified Round,Lighthouse,2025,June
metashot,Gaming,Bangalore,2.0,Other,Karunknowntaka Govt’S Venture Fund,2025,June
repello ai,AI,Bangalore,9.96,Seed,Venture Highway,2025,June
giva,D2C Jewellery,Bangalore,450.0,Series C,Creaegis,2025,June
kisah,Mens Ethnicwear,Kolkata,13.0,Unspecified Round,Wow Momo,2025,June
iom bioworks,Deep Science,Bangalore,4.0,Seed,Inflection Point Ventures,2025,June
plutope,Decentralized Finance Defi,Gurgaon,5.0,Pre-Seed,Manit Gupta,2025,June
spinny,Used Car,Gurgaon,249.0,Series F,Westbridge Capital,2025,June
qubeats,Quantum Computing,Telangana,24.15,Other,Corporate: Idex,2025,June
nxt meal,Food,Karnataka,6.22,Seed,Unknown,2025,June
the tarzan way,Online Travel,Delhi,1.93,Seed,Inflection Point Ventures,2025,June
loantap,Alternative Lending,Maharashtra,52.21,Series B,July Ventures,2025,June
loantap,Alternative Lending,Maharashtra,19.34,Venture Debt,Unknown,2025,June
plush,Personal Care Products,Tamil Nadu,38.68,Series B,Blume Ventures,2025,June
naagin sauce,Food,Maharashtra,17.43,Seed,8I Ventures,2025,June
khari foods,Online Grocery,Delhi,2.9,Seed,Meri Punji,2025,June
stride green,Green Sme Loans,Haryana,29.05,Seed,"Micelio Tech Fund, Incubate Fund India",2025,June
handpickd,Online Grocery,Delhi,21.0,Seed,"Genesia Ventures, Beenext",2025,June
gully labs,Fashion,Uttar Pradesh,1.07,Venture Debt,Stride Ventures,2025,June
manipal,Education Healthcare,Karnataka,4980.0,Debt,Kkr,2025,June
gyandhan,Higher Education,Delhi,48.55,Series A,"Pravega Ventures, Gray Matters Capital",2025,June
shapoorji pallonji,Real Estate,Maharashtra,622.5,Debt,"Synergy, Cerberus Capital Maunknowngement",2025,June
udaan,B2B Ecommerce,Karnataka,946.2,Series G,"M, G, Sameunknown Capital",2025,June
pepperfry,Home Improvements,Maharashtra,42.0,Series F,Norwest Venture Partners,2025,June
spense,Investment,Karnataka,15.36,Seed,Growthcap Ventures,2025,June
samunnati,Agritech,Tamil Nadu,48.47,Debt,Elevar Equity,2025,June
samunnati,Agritech,Tamil Nadu,50.0,Strategic Investment,Unknown,2025,June
farmako,Healthcare,Uttarakhand,50.0,Seed,"Genesia Ventures, Y Combiunknowntor",2025,June
snitch,D2C Menswear,Nan,332.0,Other,"360 One Asset, Ivycap, Swc Global, Ravi Modi Office",2025,June
stable money,Fintech,Nan,166.0,Series A,"Fundamentum, Aditya Birla Ventures, Lightspeed",2025,June
decentro,Fintech,Nan,30.0,Series B,"Infoedge Ventures, Y Combiunknowntor",2025,June
biopeak,Wellness & Longevity,Nan,24.9,Seed,"Claypond Capital, Rainmatter",2025,June
kosmc ai,Socialcommerce Infrastructure,Nan,24.9,Pre-Seed,Unknown,2025,June
atlanture sports,Sports & Media,Nan,21.0,Strategic Investment,Rannvijay Singha,2025,June
true diamond,Labgrown Diamond Jewellery,Nan,26.0,Pre-Series A,Unknown,2025,June
upurfit,Sports Wellness,Nan,26.0,Strategic Investment,Jonty Rhodes (Angel Investor),2025,June
stable money,Fintech,Bangalore,166.0,Series B,The Fundamentum Partnership Fund,2025,May
mufin green,Ev Financier,Delhi,149.4,Debt,Usunknownbased Institution,2025,May
slikk,Fashion Delivery,Bangalore,83.0,Series A,Nexus Venture Partners,2025,May
citykart,Value Fashion Retailer,Gurgaon,538.0,Series B,"Tpg Newquest, A91",2025,May
eume,Premium Travel Luggage,Mumbai,25.0,Series A,Ashish Kacholia,2025,May
fleetxio,SaaS,Gurgaon,113.0,Series C,Indiamart Intermesh And Beenext’S Accelerate Fund,2025,May
frinks ai,Manufacturing Ai,Bangalore,44.82,Pre-Series A,Prime Ventures Partners,2025,May
contineu,Deeptech,Us,9.96,Seed,Senseai Ventures,2025,May
orbitt space,Spacetech,Ahmedabad,8.3,Pre-Seed,"Pi Ventures, Iima Ventures",2025,May
myntra,Fashion Ecommerce,Bangalore,1029.2,Unknown,Fk Myntra Holdings,2025,May
growit,Agritech,Surat,24.9,Series A,Gvfl,2025,May
saarathi finance,Fintech,Mumbai,475.0,Unspecified Round,Equity Capital,2025,May
ilios 72 alternative capital,Wealth Management,Gurgaon,1.0,Seed,Group Of Family Offices,2025,May
snabbit,Quick,Mumbai,157.7,Series B,Lightspeed,2025,May
simply nam,Beauty,Mumbai,157.7,Unknown,Bhaane Group,2025,May
cleevo,Home Hygiene,Nashik,8.3,Seed,Eterunknownl Capital,2025,May
ziniosa,Luxury Fashion,Bangalore,8.3,Unknown,Inflection Point Ventures (Ipv),2025,May
khiladipro,Sporttech,Bangalore,8.3,Pre-Seed,Shastra Vc And,2025,May
snitch,Fashion,Bangalore,280.0,Series B,360 Asset Maunknowngement Fund,2025,May
unbound,Enterprise Ai Security And Governance,Pune,33.2,Seed,Race Capital,2025,May
battery smart,Battery Swapping,Delhi,240.7,Series B,Rising Tide Energy,2025,May
euler motors,Ev,Delhi,638.0,Series D,Hero Motocorp,2025,May
cloudsek,Cybersecurity,Bangalore,157.7,Other,Teunknowncity Ventures And Commvault,2025,May
curebay,Healthcare,Bhubaneswar,174.3,Series B,Series B,2025,May
miraggio,Fashion,Gurgaon,53.95,Other,Rpsg Capital Ventures,2025,May
tan90,Deeptech,Chennai,20.0,Series A,Nabventures,2025,May
misfits,Community,Gurgaon,5.0,Seed,Info Edge Ventures And Better Capital,2025,May
mythik,Media Technology,Mumbai,124.5,Seed,Sakal Media Group,2025,May
biostate ai,Biotech,Us,99.6,Series A,Accel,2025,May
data sutram,Fintech,Mumbai,74.7,Series A,"B Capital, Lightspeed",2025,May
zoca,Agentic Ai,Gurgaon,49.8,Unspecified Round,Accel,2025,May
promethean energy,Cleantech,Mumbai,16.6,Pre-Series A,Transition Vc,2025,May
shuru,Social Media,Gurgaon,16.6,Series A,Krafton India,2025,May
alt carbon,Deeptech,Kolkata,99.6,Seed,Lachy Groom,2025,May
blackcarrot,D2C Dinnerware,Mumbai,99.6,Pre-Seed,Venture Catalysts,2025,May
openfx,Fx Infrastructure,Us,190.9,Seed,Accel,2025,May
kskt,Agritech,Gurgaon,10.79,Other,Keiretsu Forum And Favcy’S 1Stcheque Angel Network,2025,May
farmley,Snacking,Noida,332.0,Series C,L Catterton,2025,May
avammune therapeutics,Healthcare,Bangalore,99.6,Series A,Capital 2B,2025,May
celebal tech,It,Jaipur,124.5,Series B,"Incred Growth Partners Fundunknowni And Norwest Capital, Llc",2025,May
citrus freight,Shipping,Bangalore,2.5,Bridge,"Caret Capital, Indigram Labs Foundation",2025,May
m1xchange,Supply Financing,Gurgaon,83.0,Other,Filter Capital,2025,May
hyperbots,AI,Mumbai,53.95,Seed,Arkam Ventures And Athera Venture Partners,2025,May
biryani blues,Qsr,Gurgaon,41.5,Other,Yugadi Capital,2025,May
be clinical,Skincare,Mumbai,2.0,Seed,Titan Capital,2025,May
jsw one,B2B Ecommerce,Mumbai,340.0,Unknown,"Principal Asset Maunknowngement, Oneup, Jsw Steel",2025,May
tiea connectors,B2B Esdm Electronic System Design And Manufacturing,Bangalore,22.0,Unspecified Round,Jamwant Ventures And Valour Capital,2025,May
flam,Mixed Reality Content,Bangalore,116.2,Series A,Rtp Global,2025,May
adopt ai,Agentic Ai,Bangalore,49.8,Seed,Elevation Capital,2025,May
reelsaga,Mobilefirst Entertainment,Mumbai,17.43,Other,Picus Capital,2025,May
bluestone,Omnichannel Jewellery,Bangalore,40.0,Debt,Blacksoil And Caspian Impact Investments,2025,May
vflowtech,Vanadium Redox Flow Battery,Kolkata,170.15,Unspecified Round,Granite Asia,2025,May
contravault ai,Tender And Rfp Management,Delhi,5.1,Seed,Titan Capital,2025,May
third bracket,Hiring,Bangalore,5.0,Seed,Hnis,2025,May
luzo,For Salons Spas And Wellness Clinics,Mumbai,4.57,Seed,Enrission India Capital,2025,May
complement1,Healthcare,Us,132.8,Seed,Owl Ventures And Blume Ventures,2025,May
hocco,Ice Cream,Ahmedabad,83.0,Series B,Chounknown Family Office And Sauce.Vc,2025,May
naptapgo,Pod Hotel,Noida,2.0,Pre-Seed,Ipv,2025,May
medvital,Medtech,Delhi,8.4,Pre-Seed,4Point0 Health Ventures,2025,May
1india family mart,Value Retail,Delhi,99.6,Series D,Gulf Islamic Investments,2025,May
zenergize,Ev,Gurgaon,16.6,Seed,"Mohit Tandon, Himanshu Aggarwal",2025,May
nobel hygiene,Disposable Hygiene,Mumbai,166.0,Unspecified Round,Neo Asset Maunknowngement,2025,May
fyn mobility,Evaas,Chennai,20.75,Unspecified Round,"Vijay Kedia, Lloyd Balajadia, Rahul Bothra",2025,May
volt14,Battery,Bangalore,15.52,Pre-Series A,Blume Ventures,2025,May
store my goods,Storage,Noida,4.0,Growth,Jito Incubation And Innovation Foundation (Jiif) And Family Offices,2025,May
alt drx,Digital Real Estate,Bangalore,23.0,Unspecified Round,Qatar Development Bank,2025,May
lifechart,Gut Wellness,Gurgaon,2.99,Seed,"Prajay Advisors, Prakash Mody, And Jayendra Shah",2025,May
celcius logistics,Cold Aggregator,Mumbai,250.0,Series B,"Eurazeo, Omnivore",2025,May
91trucks,Commercial Vehicle,Delhi,43.0,Unspecified Round,Arkam Ventures,2025,May
troovy,Kidsfocused Nutrition Food,Gurgaon,20.0,Pre-Series A,Fireside Ventures,2025,May
nawgati,Fuel Aggregator,Noida,20.75,Pre-Series A,Ajay Upadhyaya,2025,May
korinmi,Korean Skin Clinic,Gurgaon,3.0,Pre-Seed,Vikas Agarwal,2025,May
the good bug,Gut Healthfocused,Mumbai,100.0,Series B,Susquehanunknown Asia,2025,May
inspecity,Spacetech,Mumbai,46.48,Seed,Lucky Investment Maunknowngers,2025,May
insurance samadhan,Insurance,Noida,8.5,Strategic Investment,Innovito Ventures,2025,May
flipspaces,Interior Design And Contracting,Mumbai,290.5,Series C,Iron Pillar,2025,May
routematic,Transportasaservice,Bangalore,332.0,Series C,Fullerton Carbon Action Fund And Shift4Good,2025,May
shiplog,Logistics,Gurgaon,6.5,Seed,Deepak Bhagunknownni Family Office,2025,May
blissclub,Womenfocused Directtoconsumer,Bangalore,33.0,Other,Elevation Capital,2025,May
posha,Kitchen Robotics,Posha,66.4,Series A,Accel,2025,May
pb healthcare,Healthcare,Gurgaon,1809.4,Equity,"General Catalyst, Pb Fintech",2025,May
vaya,AI,Delhi,12.45,Unspecified Round,"Accel, Arkam Ventures",2025,May
high time foods,Food,Bangalore,9.96,Unspecified Round,Avaaunknown Capital,2025,May
zebu,Defense,Hyderabad,8.3,Pre-Series A,Bluehill Vc,2025,May
feline spirits,Craft Alcoholic Beverage,Delhi,5.2,Pre-Series A,Ipv,2025,May
gotrust,Privacy Compliance,Noida,3.32,Pre-Seed,Aevitas Capital,2025,May
footprints preschool daycare,Early Childhood Education And Daycare,Noida,62.25,Series A,Tanglin,2025,May
porter,Logistics,Bangalore,1660.0,Series F,Kedaara Capital And Wellington Maunknowngement,2025,May
uni seoul,Lifestyle,Pune,5.0,Seed,Sauce Vc,2025,April
malaki,Beverage,Mumbai,5.7,Seed,Venture Catalysts,2025,April
carefi,Healthcare Fintech,Gurgaon,6.0,Debt,Revx,2025,April
metafin,Fintech,Mumbai,83.0,Series A,Vertex Ventures Seai,2025,April
mugafi,AI,Gurgaon,24.9,Seed,Startupxseed,2025,April
collegedekho,Edtech,Gurgaon,40.0,Debt,Recur Club,2025,April
primebook,Android Laptop,Delhi,16.6,Pre-Series A,Inflection Point Ventures,2025,April
scandalous foods,B2B Indian Sweets,Nashik,2.0,Seed,New Age India Fund,2025,April
kult,Beauty,Mumbai,166.0,Series A,M3M Family Office,2025,April
stimuler,Edtech,Bangalore,31.12,Pre-Series A,"Lightspeed, Swc Global",2025,April
qnu,Cyber Security,Bangalore,60.0,Series A,Nqm,2025,April
vividobots,Robotics,Chennai,1.47,Seed,Inflection Point Ventures,2025,April
hexahealth,Healthcare,Gurgaon,99.6,Series A,Orios Venture Partners And 3One4 Capital,2025,April
satleo labs,Space,Ahmedabad,27.39,Pre-Seed,Merak Ventures,2025,April
sadhav offshore,Maritime,Mumbai,25.0,Equity,Negen Capital,2025,April
anveshan,D2C Food,Gurgaon,48.0,Series A,Wipro Consumer Care,2025,April
salt oral care,Preseries A,Mumbai,8.3,Pre-Series A,Lotus Holdings,2025,April
ivana jewels,Labgrown Diamonds,Surat,2.0,Seed,Avinya Ventures,2025,April
fuze,Digital Assets Infrastructure,Abu Dhabi,101.26,Series A,"Galaxy And E, Capital",2025,April
kaleidofin,Fintech,Chennai,43.99,Unspecified Round,Idh Farmfit Fund,2025,April
finodaya capital,Nonbanking Financial,Indore,20.75,Seed,White Venture Capital,2025,April
ivory,Healthcare,Delhi,8.3,Unspecified Round,"Iimunknowna Ventures, Capitalunknowna",2025,April
matbook,Construction,Gurgaon,6.22,Pre-Seed,"Seedstars Interunknowntiounknownl Ventures, Fluent Ventures And Everywhere Ventures",2025,April
rebel foods,Cloud Kitchen,Mumbai,207.5,Series G,Qatar Investment Authority,2025,April
devassure,SaaS,Chennai,207.5,Other,Eximius Ventures,2025,April
poshs metal,Steel Processing,Pune,43.0,Unspecified Round,Aavishkaar Capital,2025,April
mydesignation,D2C Fashion,Thiruvananthapuram,10.38,Seed,Multiply Ventures,2025,April
emversity,Edtech,Bangalore,41.5,Pre-Series A,Z47 And Lightspeed,2025,April
vayudh,Drone,Delhi,83.0,Unspecified Round,Dharaunknown Capital,2025,April
