Company_Cleaned,Total_Funding,Max_Funding,Num_Rounds,Sector,Location,Rounds,Years,Investors,Last_Year
beato,434.92,393.42,2,Healthcare,Delhi,"Other, Series B","2021, 2022","W Health Ventures, . Orios Venture Partners And Flipkart Ventures",2022
shuttl,431.76,166.0,5,Transportation,Gurgaon,"Venture, Private Equity, Series C","2015, 2018, 2019, 2020","New Atlantic Ventures, Amazon Alexa Fund, Dentsu Ventures, Sequoia Capital, Times Internet Ltd, One More Fund, Sig Global India Fund, Sig Global India Fund Llp.",2020
naaptol,431.6,431.6,1,Online And Tv Shopping,Mumbai,Private Equity,2015,"Mitsui, Co., New Enterprise Associates, Caunknownan Partners, Silicon Valley Bank",2015
biz2credit,431.6,431.6,1,Fintech,New York,Series B,2019,Westbridge Capital,2019
rigi,431.6,431.6,1,Tourism,Vitznau,Unknown,2022,Content Creator Platform Rigi.Club,2022
flipspaces,430.77,290.5,4,Design,Mumbai,"Other, Series C, Unknown","2021, 2025","Prashasta Seth, Unknown, Asiaunknown Fund, Iron Pillar",2025
druva,423.3,423.3,1,Technology,Pune,Private Equity,2016,"Sequoia India, Edbi, Blue Cloud Ventures, Hercules Capital",2016
zendrive,419.15000000000003,307.1,2,Automotive,San Francisco,"Series B, Private Equity","2016, 2019","Xl Innovate, Sherpa Capital, Nyca Partners And Thomvest Ventures",2019
even healthcare,418.0,249.0,2,Managed Care,Bangalore,"Series A, Unspecified Round",2024,"Khosla Ventures, Founders Fund, 8Vc, Lachy Groom, Khosla Ventures",2024
signzy,416.66,318.72,4,Fintech,Mumbai,"Series A, Unknown, Series B","2018, 2020, 2022","Stellaris Venture Partners And Kalaari Capital, Rajan Aunknownndan From Google, Dilip Khandwelwal From Sap Labs India, And Amrish Rau From Payu India, Stellaris Venture Partners, Mastercard, Gennext Ventures, Contrarian Drishti Partners, Arkam Ventures And Vertex Ventures",2022
goomo,415.0,415.0,1,Consumer Internet,Mumbai,Private Equity,2017,Emerging India,2017
nova credit,415.0,415.0,1,Fintech,Unknown,Series B,2020,"Kleiner Perkins, Caunknownpi Ventures, Index Ventures, Nyca Partners, General Catalyst.",2020
corestack,415.0,415.0,1,Enterprise Infrastructure > It Operations,Washington,Debt,2025,Post Road Group,2025
cardekhocom,415.0,415.0,1,Other,Unknown,Private Equity,2015,"Hillhouse Capital, Tybourne Capital",2015
fi,415.0,415.0,1,Fintech,Bangalore,Series B,2021,"Capital Group, Falcon Edge",2021
zovicom little app,415.0,415.0,1,Hyperlocal Deals,Bangalore,Private Equity,2015,"Paytm, Saif Partners, \\Xc2\\Xa0 Tiger Global Maunknowngement, Others",2015
tata digital,415.0,415.0,1,Internet,Mumbai,Unknown,2022,Temasek Holdings And Softbank Capital,2022
sploot,415.0,415.0,1,Consumer Applications,Gurgaon,Seed,2022,Redstart Labs,2022
8i ventures,415.0,415.0,1,Venture Capital & Private Equity,Mumbai,Unknown,2021,Unknown,2021
netmedscom,415.0,415.0,1,Online Pharmacy,Chennai,Private Equity,2015,"Orbimed, Pradip Dadha Group",2015
mensa brands,415.0,415.0,1,Clothing,Bangalore,Series A,2021,"Accel, Falcon Edge Capital, Norwest Venture Partners",2021
thegamingproject,415.0,415.0,1,Software,Delhi,Seed,2022,Upsparks And Black Kite Capital,2022
info edge venture,415.0,415.0,1,Venture Capitalist,Noida,Unknown,2020,Lightbox,2020
dhruva space,415.0,415.0,1,Aerospace,Bangalore,Seed,2019,"Mumbai Angels, Ravikanth Reddy",2019
sun mobility,415.0,415.0,1,Automotive,Bangalore,Unknown,2021,Vitol,2021
safex chemicals,415.0,415.0,1,Agritech,Delhi,Unknown,2021,Banyantree Fiunknownnce Pvt. Ltd.,2021
fancode,415.0,415.0,1,Sports,Mumbai,Unknown,2021,Dream Sports,2021
peppertap,415.0,298.8,3,Hyperlocalxc2Xa0 Grocery Delivery,Gurgaon,Private Equity,2015,"Innoven Capital, Sequoia India, Saif Partners., Saif Partners, Sequoia Capital",2015
high radius,415.0,415.0,1,Technology,Hyderabad,Private Equity,2017,Susquehanunknown Growth Equity Llc,2017
recur club,415.0,348.6,2,Fintech,Delhi,"Debt, Series A",2025,"Incred / Info Edge Ventures, Info Edge Ventures",2025
yupp tv,415.0,415.0,1,Consumer Internet,Bangalore,Private Equity,2016,Emerald Media,2016
rategain,415.0,415.0,1,Other,Unknown,Private Equity,2015,Ta Associates,2015
pibeam,415.0,415.0,1,Automotive,Chennai,Unknown,2020,Gail (India) Ltd,2020
1mg,414.17,124.5,4,Consumer Internet,Gurgaon,"Private Equity, Unknown","2016, 2017, 2018, 2020","Sequoia Capital, Maverick Capital Ltd And Hbm Healthcare Investments Ltd, Hbm Healthcare Investments, Maverick Capital Ventures, Sequoia India, Omidyar Network And Kae Capital, Maverick Capital Ventures, Sequoia Capital, Omidyar Network, Bill, Melinda Gates Foundation",2020
melorra,411.6,199.2,4,Ecommerce,Bangalore,"Private Equity, Unknown, Debt","2016, 2020, 2021","Lightbox Ventures, Jamshed Jeejeebhoy, Symphony Interunknowntiounknownl Holdings, Shadows Holdings, Lightbox, 9Unicorns, Symphony Interunknowntiounknownl Holdings Limited, Value Quest",2021
scimplify,410.85,332.0,2,Speciality Chemicals,Bangalore,"Series A, Series B","2024, 2025","Omnivore And Bertelsmann, Accel, Bertelsmann India, Umi, Omnivore And 3One4 Capital",2025
happyeasygo,410.02,410.02,1,Travel,Gurgaon,Other,2020,"Korea Investment Partners (Kip), Samsung Venture Investment Corporation (Svic), Uob Venture, 10 Fund, Cvcapital, Zero2Ipo Ventures, M, S Partners",2020
chingari,409.19,157.7,5,Media,Bangalore,"Seed, Unknown, Series A","2020, 2021, 2022","Angellist India, Utsav Somani, Village Global, Logx Ventures, Jasminder Singh Gulati, Logx Ventures, Angellist’S Utsav Somani, Nowfloats’ Jasminder Singh Gulati, Al Trust (Vistra Itcl), Village Global., Solaunknown, Fj Labs, Brian Norgard, Republic Capital, Onmobile, Jpin Venture Catalysts",2022
chakr innovation,406.70000000000005,215.8,2,Energy,Delhi,"Series A, Series C","2019, 2025","Ian Fund, Iron Pillar",2025
netmeds,406.7,290.5,2,Consumer Internet,Chennai,Private Equity,"2017, 2018","Sistema Asia Fund, Sistema Jsfc And Tanncam Investment, Tanncam Investment, Sistema Asia Fund",2018
hopscotch,406.7,207.5,3,Ecommerce,Mumbai,"Private Equity, Unknown","2015, 2016, 2020","Eduardo Saverin, Eduardo Saverin, Velos Capital, Marc Lore, Rise Capital",2020
smart joules,406.7,406.7,1,Renewable Energy,Delhi,Unknown,2021,"Raintree Family Office, Adb Arm",2021
soothe healthcare,404.21,321.21,2,Consumer Goods,Delhi,"Series C, Unknown","2021, 2022","A91 Partners, Sixth Sense Ventures And A91 Partners",2022
neo,400.0,400.0,1,Wealth And Asset Management,Mumbai,Series B,2024,"Mufg Bank, Euclidean Capital Llc, Peak Xv Partners",2024
zupee,398.4,249.0,3,Gaming,Unknown,"Series A, Unknown","2020, 2021","Matrix Partners, Westcap Group, Tomales Bay Capital, Orios Venture Partners, Matrix Partners",2021
recykal,398.4,215.8,2,Waste Management,Hyderabad,"Pre-Series A, Unknown","2019, 2022","Triton Investment Advisors, Pidilite Industries Director Ajay Parekh, Morgan Stanley",2022
smaaash,396.74,365.2,2,Technology,Mumbai,Private Equity,2017,"Sixth Sense Ventures, Ecl Fiunknownnce",2017
neogrowth credit,390.1,390.1,1,Fintech,Mumbai,Private Equity,2018,"Leapfrog Investments, Aspada Investment, Quounknown Capital",2018
dmi finance,390.1,390.1,1,Fintech,Delhi,Unknown,2022,Sumitomo Mitsui Trust Bank,2022
orange health,389.27,289.67,2,Healthcare,Bangalore,"Series B, Unknown","2022, 2024","Y Combiunknowntor And Accel, Amazon Smbhav Venture Fund",2024
emotorad,385.95,385.95,1,Manufacturing,Pune,Seed,2022,Ivy Growth Associates And Letsventure,2022
progcap,383.46,249.0,4,Fintech,Delhi,"Series A, Series C, Debt","2019, 2021, 2022","Sequoia India, Tiger Global, Somak Ghosh, M V Nair, Tiger Global Maunknowngement And Creation Investments Capital Maunknowngement, Llc",2022
wooden street,379.385,354.0,3,Ecommerce,Jaipur,"Series A, Series B, Series C","2020, 2022, 2024","Ian Fund, Westbridge Capital And Ian Fund, Premji Invest",2024
kuvera,375.58,373.5,2,Fintech,Bangalore,"Series A, Other","2018, 2019","Eight Roads, Baskar Subramanian, Saket Kumar, Gaurav Suri And Ankit Kesarwani",2019
transcell biologics,375.0,375.0,1,Biotech,Hyderabad,Unknown,2024,Quantiphi And Ian Group,2024
arnya real estate,375.0,375.0,1,Real Estate,Raipur,Debt,2024,Unknown,2024
capillary tech,373.5,373.5,1,Cloud Software,Delhi,Private Equity,2015,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",2015
digit,373.5,373.5,1,Consumer Internet,Pune,Private Equity,2018,Fairfax,2018
zo rooms,373.5,249.0,2,Online Budget Hotel,Delhi,Private Equity,2015,"Tiger Global Maunknowngement, Orios Venture Partners, Tiger Global, Orios Venture Partners.",2015
zopper,373.5,207.5,2,Hyperlocal Shopping,Mumbai,"Private Equity, Series D","2015, 2024","Tiger Global, \\Xc2\\Xa0 Nirvaunknown Ventures Advisors, Elevation Capital, Dharaunknown Capital, Blume Ventures",2024
avataar,373.5,373.5,1,3D Ai,Bangalore,Series B,2022,"Tiger Global, Sequoia Capital",2022
credr,369.35,124.5,5,Used Vehicles,Mumbai,"Private Equity, Unknown","2015, 2020, 2021","Eight Road Ventures, Fidelity Growth Partners, Eight Roads Ventures, On Mauritius, Omidyar Network, Eight Roads Ventures, Growthstory, Angellist, Yamaha Motors, Omidyar Network India, Eight Roads Ventures",2021
koo,366.03,249.0,3,Social Media,Bangalore,"Series B, Series A, Unknown","2021, 2022","Balaji Srinivasan, Naval Ravikant, 3One4 Capital, Accel, Capsier Venture Partner, Ravi Modi Family Trust, Ashneer Grover, Fbc Venture Partners, Adventz Fiunknownnce",2022
nestaway,365.62,249.0,3,Consumer Internet,Bangalore,"Private Equity, Seed","2015, 2016","Tiger Global, Flipkart, Tiger Global, Idg Ventures, Naveen Tewari",2016
mosaic wellness,365.2,199.2,2,Healthcare,Mumbai,"Series A, Unknown","2021, 2025","Sequoia Capital, Think Investment",2025
neuron7ai,365.2,365.2,1,Cloudbased Intelligence,United States,Series B,2024,Smith Point Capital,2024
jupiter,365.2,365.2,1,Banking,Mumbai,Series B,2021,"Nubank, Global Founders Capital, Sequoia Capital, Matrix Partners",2021
cashkaro,358.56,250.66,3,Ecommerce,Gurgaon,"Series B, Series C","2020, 2022","Ratan Tata, Kalaari Capital, Affle And Korea Investment Partners",2022
winuall,356.90000000000003,340.3,2,Edtech,Bangalore,"Unknown, Series A","2020, 2022","Amit Lakhotia, Akash Gehani, Ankit Bhati And Inflection Point Ventures",2022
fampay,354.40999999999997,315.4,2,Fintech,Bangalore,"Seed, Series A","2020, 2021","Y Combiunknowntor, Venture Highway, Sequoia India, Global Founders Capital, Greenoaks Capital, Elevation Capital",2021
loadshare,348.63,332.0,2,Logistics,Bangalore,"Series B, Series C","2020, 2022","Cdc Group, Tiger Global",2022
contlo,348.6,348.6,1,Analytics,Newark,Seed,2022,Varun Sadaunknown And Titan Capital,2022
routematic,348.6,332.0,2,SaaS,Bangalore,"Unknown, Series C","2020, 2025","Vamm Ventures, Naresh Malhotra, Fullerton Carbon Action Fund And Shift4Good",2025
redcliffe labs,348.6,348.6,1,Diagnostics Healthcare,Unknown,Series C,2024,"Ifu, Leapfrog, Healthquad, Spark Growth Ventures",2024
upscalio,348.6,348.6,1,Ecommerce,Gurgaon,Unknown,2021,Unknown,2021
enterpret,345.28,172.64,2,SaaS,India,Series A,2024,"Kleiner Perkins, Peak Xv Partners, Wing Ventures, Recall Capital, Caunknownan Partners",2024
shopx,343.7,290.5,3,Consumer Internet,Bangalore,"Private Equity, Unknown","2016, 2018, 2020","Fung Strategic Holdings, Nandan Nilekani, Li And Fung",2020
ezetap,340.3,207.5,2,Technology,Bangalore,Private Equity,"2015, 2017","Js Capital Maunknowngement, Social Capital, Horizons Ventures, Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",2017
flobiz,340.3,257.3,2,Information Technology &,Bangalore,"Series B, Series A",2021,"Sequoia Capital, Elevation Capital",2021
jsw one,340.0,340.0,1,B2B Ecommerce,Mumbai,Unknown,2025,"Principal Asset Maunknowngement, Oneup, Jsw Steel",2025
freshmenu,339.04999999999995,141.1,3,Consumer Internet,Bangalore,"Private Equity, Series C","2016, 2022","Zodius Capital, Lightspeed, Zodius Technology Fund, Lightspeed, Florintree Advisors And Srinivas Anumolu",2022
indiamart,338.64,338.64,1,Ecommerce,Noida,Unknown,2022,M1Xchange Raised,2022
craftsvilla,338.23999999999995,282.2,4,Ecommerce,Mumbai,"Other, Private Equity, Unknown","2015, 2019, 2020","Supera Pte Ltd, Sequoia India, Lightspeed, Nexus Venture Partners, Global Founders Capital, Apoletto, Supera Investments",2020
purple style labs,336.08,332.0,3,Consumer Internet,Mumbai,"Seed, Unknown, Series E","2016, 2020, 2025","Augment Ventures, Rahul Kayan, Nikhil Golcha, Shubham Gupta, Roy Kwan, Jitendra Gupta, Astarc Ventures., Sageone Flagship Growth Oe Fund, Alchemy Long Term Ventures Fund, Bajaj Holdings And Investment, And Minerva Ventures Fund",2025
wadzpay,335.0,335.0,1,Blockchain Fintech,Singapore,Other,2024,Gem Global Yield Llc Scs,2024
finbox,333.48,332.0,2,AI,Bangalore,"Series A, Series B","2022, 2025","Aditya Birla Sun Life Amc, Westbridge Capital",2025
healthcare at home,332.0,332.0,1,Healthcare,Noida,Private Equity,2017,Quadria Capital Advisors,2017
stable money,332.0,166.0,2,Fintech,Nan,"Series A, Series B",2025,"Fundamentum, Aditya Birla Ventures, Lightspeed, The Fundamentum Partnership Fund",2025
mstack chemicals,332.0,332.0,1,Chemical Manufacturing,Houston,Series A,2024,Lightspeed And Alphawave,2024
simpl,332.0,332.0,1,Consumer,Bangalore,Series B,2021,"Valar Ventures, Ia Ventures",2021
ankur capital,332.0,332.0,1,Fintech,Mumbai,Unknown,2021,Unknown,2021
bijnis,332.0,249.0,2,B2B,Unknown,"Series A, Series B","2020, 2021","Sequoia Capital, Matrix Partners, Infoedge, Waterbridge Ventures, Westbridge Capital",2021
altigreen,332.0,332.0,1,Automotive,Bangalore,Series A,2022,Unknown,2022
wakefit,332.0,166.0,2,Retail,Bangalore,"Series B, Series C","2020, 2021","Sequoia Capital, Sig",2021
zivame,332.0,332.0,1,Online Lingerie,Bangalore,Private Equity,2015,"Zodius Technology Fund, Khazaunknownh Nasiounknownl Berhad",2015
treebo,332.0,282.2,2,Consumer Internet,Bangalore,Private Equity,"2015, 2017","Ward Ferry Maunknowngement And Karst Peak Capital, Matrix Partners, Saif Partners",2017
atlys,332.0,166.0,2,Visa Processing,Mumbai,Series B,2024,Peak Xv Partners And Elevation Capital,2024
newshunt,332.0,332.0,1,Other,Unknown,Private Equity,2015,"Falcon Edge Capital, Matrix Partners, Sequoia Capital India And Omidyar Network",2015
heads up for tails,332.0,307.1,3,Ecommerce,Delhi,"Private Equity, Seed, Series A","2016, 2017, 2021","Unknown Investors, Verlinvest, Sequoia Capital",2021
blume ventures,332.0,332.0,1,Fintech,Mumbai,Unknown,2021,Avendus,2021
tessolve,332.0,332.0,1,Electronics,Bangalore,Unknown,2021,Novo Tellus Capital,2021
scapia,332.0,332.0,1,Travel Fintech,Bangalore,Series B,2025,Peak Xv Partners,2025
farmley,332.0,332.0,1,Snacking,Noida,Series C,2025,L Catterton,2025
k12 techno,332.0,332.0,1,Edtech,Bangalore,Other,2024,Kenro Capital,2024
applied solar,332.0,332.0,1,Offgrid Solar Power,Mumbai,Private Equity,2015,"Future Fund, Bessemer Venture, Capricorn Investment And Ifc",2015
solarsquare,332.0,332.0,1,Solar,Mumbai,Series B,2024,"Lightspeed, Lightrock, Elevation Capital, Chris Sacca’S Lowercarbon, Nithin Kamath’S Rainmatter, Gruhas Proptech",2024
fab hotels,331.34000000000003,207.5,5,Ecommerce,Gurgaon,"Unknown, Private Equity, Series B","2016, 2017, 2019, 2020","Goldman Sachs, Accel Partners And Qualcomm, Goldman Sachs, Accel, Rb Investments, Rb Investments Pte. Ltd, Goldman Sachs",2020
wiz freight,327.85,298.8,2,Logistics,Chennai,"Seed, Series A","2021, 2022","Axilor, Tiger Global",2022
miko,327.6,232.4,4,AI,Mumbai,"Other, Unknown, Unspecified Round","2020, 2021, 2024","Stride Ventures, Yournest Venture Capital, Iifl Amc, Mankind Pharma Family Office, Aroa Ventures, Chiratae Ventures, Yournest Venture Capital, Angel Investors",2024
arya,324.1,174.3,3,Agritech,Noida,"Series B, Other","2020, 2024","Quounknown Capital, Lgt Lightstone Aspada, Incred, Spark Capital",2024
hono,323.7,323.7,1,Software,Haryana,Series A,2022,Harsh Gupta And Amit Khanunknown,2022
vidyut tech,323.7,323.7,1,Electric Vehicle,Bangalore,Seed,2022,. Veda Vc And Sujeet Kumar,2022
qwikskills,319.55,319.55,1,Edtech,Delhi,Unknown,2022,Manish Sinha And Indian Angel Network,2022
tonbo imaging,316.1,175.0,2,Technology,Bangalore,"Private Equity, Other","2017, 2025","Wrv Capital, Qualcomm Ventures, Edelweiss Private Equity, Artiman Ventures, Florintree Advisors, Teunknowncity Ventures And The Exportunknownimport Bank Of India",2025
lambdatest,315.4,315.4,1,Cloudbased Testing,San Francisco,Unspecified Round,2024,"Avataar Ventures, Qualcomm Ventures",2024
haber nets,315.4,315.4,1,AI,Mumbai,Unspecified Round,2024,"Creaegis, Accel, Beenext Capital",2024
leena ai,315.4,249.0,2,AI,New York,"Unknown, Series B","2020, 2021","Alan Patricof, Jim Moffatt, Bessemer Venture Partners",2021
paper boat,313.32,249.0,3,Ethnic Beverages Manufacturer,Gurgaon,"Private Equity, Unknown","2015, 2020","Sofiunknown, Hillhouse Capital, Sofiunknown Ventures, A91 Emerging Fund, Sci Growth Investment Ii, Catamarann Ventures, Advent Maunknowngement, A91 Emerging Fund, Trifecta Venture",2020
visit health,312.25,250.0,2,Healthcare,Delhi,"Unknown, Other","2021, 2024","Docprime Technologies, Docprime Technologies, Promoters And Employees",2024
curefoods,312.08000000000004,149.4,3,Food,Bangalore,Unknown,"2021, 2025","Iron Pillar, Nordstar, Binny Bansal, 3State Ventures, Blacksoil, Binny Bansal And Caspian Investments",2025
portea medical,311.25,311.25,1,Home Medical Care,Bangalore,Private Equity,2015,"Accel, Interunknowntiounknownl Fiunknownnce Corporation (Ifc), Qualcomm Ventures, Ventureast",2015
vridhi home finance,310.0,310.0,1,Housing Finance,Bangalore,Series B,2024,Norwest Venture Partners,2024
the whole truth,307.3,133.0,3,Food,Mumbai,"Series A, Series C","2021, 2025","Sequoia Capital, Sofiunknown, Z47, Peak Xv Partners, Sauce.Vc, Sofiunknown Ventures, Peak Xv Partners, Matrix Partners, Sauce.Vc",2025
stockgro,307.1,265.6,2,Fintech,Bangalore,"Pre-Series A, Series A","2021, 2022","Roots Ventures, Velo Partners, Bitkraft Ventures, General Catalyst, Itai Tsiddon",2022
puro wellness,307.1,307.1,1,Healthcare,Mumbai,Private Equity,2016,Torrent Group,2016
lauriko,307.1,307.1,1,Healthcare,Hyderabad,Unknown,2022,Lakshmikant Pb And Murthy Aradhi,2022
innoviti,305.31,153.55,4,Technology,Bangalore,"Private Equity, Unknown, Series E","2015, 2017, 2020, 2024","Sbiunknownfmo Fund, Bessemer Venture Partners, Catamaran Ventures, Catamaran Ventures, New India Investment Corporation, Fmo, Random Walk Solutions, Bessemer Venture Partners, Patni Family Office, Alumni Ventures",2024
bira91,301.82,166.0,4,Food,Delhi,"Debt, Series B, Unknown, Series C","2019, 2020","Anicut Capital, Sixth Sense Ventures, Sequoia Capital, Sofiunknown",2020
faasos,301.29,249.0,2,Food,Pune,Private Equity,"2015, 2017","Ligthbox Ventures Ii, Lightbox Expansion Fund, Sequoia Capital, Runet South Asia, Rb Investments, Ruunknownnet, Sequoia Capital, \\Xc2\\Xa0 Lightbox Ventures",2017
sahajanand medical,300.71,300.71,1,Technology,Surat,Private Equity,2018,Morgan Stanley Private Equity Asia,2018
knest,300.0,300.0,1,Constructiontech,Pune,Unspecified Round,2025,Lighthouse,2025
liminal,299.63,299.63,1,Information Technology,Singapore,Unknown,2022,Nexus Ventures And Vauld,2022
seekho,298.8,232.4,2,Learningfocused Ott,Bangalore,"Series A, Series B","2024, 2025","Lightspeed, Bessemer Venture Partners",2025
