Company,Sector,Headquarters,Amount,Funding_Round_Type,Lead_Investors,Year,Month
Whatfix,Interactive\\xc2\\xa0 How-To Guides,Bangalore,"9,00,000",Seed Funding,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",2015,April
iMMi Life,Mobile Health Tech,Chennai,,Seed Funding,Unitus Seed Fund,2015,April
Zomato,Restaurant Reviews,Gurgaon,"2,50,00,000",Private Equity,Info Edge (India),2015,April
ZopNow,Online Grocer,Bangalore,"1,00,00,000",Private Equity,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",2015,April
Nayi Disha,Ed-Tech,New Delhi,"3,00,000",Seed Funding,"Ajay Relan,",2015,April
Commeasure,Online Hotel Booking,Noida,"10,00,000",Seed Funding,Jungle Ventures,2015,April
Capricoast,Online Kitchen Furniture,Bangalore,"12,50,000",Seed Funding,Accel Partners India,2015,April
LocalOye,Hyper-local Online Services,Mumbai,"50,00,000",Private Equity,"Tiger Global Management, Lightspeed Venture Partners",2015,April
Grofers,Hyper-Local Online/Mobile Grocery,Gurgaon,"3,50,00,000",Private Equity,"Tiger Global, Sequoia Capital",2015,April
PepperTap,Hyper-Local Online/Mobile Grocery,Gurgaon,"1,00,00,000",Private Equity,"SAIF Partners, Sequoia Capital",2015,April
PolicyBazaar,Online Policy Aggregator,Gurgaon,"4,00,00,000",Private Equity,"PremjiInvest, Tiger Global, Ribbit Capital",2015,April
UrbanClap,Hyperlocal Mobile Services Marketplace,New Delhi,"16,00,000",Seed Funding,"SAIF Partners, Accel Partners, Kunal Bahl, Rohit Bansal",2015,April
Taskbob,OnDemand\\nMobile Handyman Services,Mumbai,"12,00,000",Seed Funding,"Orios Venture Partners, Mayfield India",2015,April
Robosoft,Mobile App Development,Udupi,"1,20,00,000",Private Equity,"Ascent Capital, Kalaari Capital",2015,April
Doormint,On-Demand Handyman Services,Mumbai,,Seed Funding,Powai Lake Ventures,2015,April
Vyomo,Beauty & Wellness Mobile App,Gurgaon,,Seed Funding,YouWeCan Ventures,2015,April
Pastiwala,Material Collection & Recycling,Vadodara,"40,00,000",Private Equity,Agnus Capital,2015,April
1mg (Healthkartplus),Online Pharmacy & Drug DB,Gurgaon,"60,00,000",Private Equity,"Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital",2015,April
Freshdesk,Online / Mobile Customer Support,Chennai,"5,00,00,000",Private Equity,"Tiger Global, Google Capital & Accel Partners",2015,April
Sulekha.com,Online Classifieds & Listings,Chennai,"2,80,00,000",Private Equity,GIC ventures,2015,April
FindYahan,Hyperlocal services marketplace,New Delhi,,Private Equity,The Phoenix Fund,2015,April
Eat.Shop.Love,Fashion ECommerce,Bangalore,"35,00,000",Private Equity,Undisclosed Investor,2015,April
Avanti Learning,Private Coaching Centers,New Delhi,"15,00,000",Private Equity,"Michael & Susan Dell Foundation, Pearson Learning Fund",2015,April
Simplilearn,Online Certification Courses,Bangalore,"1,50,00,000",Private Equity,"Mayfield Ventures, Kalaari Capital, Helion Ventures",2015,April
Craftstvilla,Ethnic Product eCommerce,Mumbai,"1,80,00,000",Private Equity,"Sequoia Capital, Nexus venture Partners, Lightspeed Ventures, GFC",2015,April
HeadOut,Last Minute Travel Deals mobile marketplace,Bangalore / SFO,"18,00,000",Seed Funding,"Version One Ventures, 500 Startups, Nexus Venture Partners and Arena Ventures",2015,April
happay,usiness expense management,Bangalore,"5,00,000",Seed Funding,AngelPrime,2015,April
Jugnoo,Auto Rickshaw based Logistics,Chandigarh,"10,00,000",Seed Funding,"Rakesh Mathur, Vikas Taneja & others",2015,April
EazyDiner,Restaurant reservation app,New Delhi,,Seed Funding,"Deepak Shahdadpuri, Gulpreet Kohli",2015,April
Phone Warrior,Spam Call block App,New Delhi,,Seed Funding,Lightspeed Ventures,2015,April
Coverfox,Online Insurance Aggregator,Mumbai,"1,20,00,000",Private Equity,"Accel US, Accel India, SAIF Partners.",2015,April
Torqus,Restaurant Management Platform,Pune,"3,50,000",Seed Funding,S S Mukherji & Others,2015,April
Grab,Food Logistics & Delivery,Mumbai,"10,00,000",Seed Funding,"Oliphans Capital, Haresh Chawla",2015,April
LogicRoots,Interactive Educational Games,Jaipur,"4,00,000",Seed Funding,"Ah! Ventures, Calcutta Angels,\\xc2\\xa0 91SpringBoard",2015,April
GIBBS,Clean Tech,New Delhi,,Private Equity,Infuse Ventures fund,2015,April
Babajobs,Grey collar Job Board,Bangalore,"1,00,00,000",Private Equity,SEEK Ltd & affiliates,2015,April
Urban Ladder,Online Furniture ecommerce,Bangalore,,Private Equity,"Anand Rajaraman, Venky Harinarayan",2015,April
Jay Robotix,Robotic Program learning,Hyderabad,"2,50,000",Seed Funding,Cross Border Angels & others,2015,April
Naaptol.com,Tele-Shopping / eCommerce,Mumbai,"2,15,00,000",Private Equity,Mitsui & Co & existing investors,2015,April
ReGlobe,Used Gadgets Buy / Refurbishing,Gurgaon,"10,00,000",Seed Funding,"Bessemer Ventures, Blume Ventures",2015,April
Icertis,Cloud Enterprise Software,Pune / US,"60,00,000",Private Equity,"Greycroft Partners, Fidelity Growth Partners",2015,April
Tracxn,Startup Analytics platform,Bangalore,"35,00,000",Private Equity,SAIF Partners,2015,April
Dazo,Mobile Food Ordering app,Bangalore,,Seed Funding,"Sumit Jain, Aprameya Radhakrishna, Alok Goel, Rajan Anandan, Amit Agrawal, Vinay Goel, Gaurav Munjal, Ashish Dev Kapur",2015,April
Tradelab,Financial Markets Software,Bangalore,"4,00,000",Seed Funding,Rainmatter,2015,April
PiQube,Hiring Analytics platform,Chennai,"5,00,000",Seed Funding,The HR Fund,2015,April
Travel Triangle,Online Travel Marketplace,Noida,"80,00,000",Private Equity,"Bessemer Venture Partners, SAIF Partners",2015,April
TrulyMadly.com,,,"55,00,000",Private Equity,"Helion Venture Partners, Kae Capital",2015,March
InstaLively,,,"1,20,000",Seed Funding,Group of Angel Investors,2015,March
Vserv,,,"1,50,00,000",Private Equity,"Maverick Capital, IDG Ventures India",2015,March
Intruo.com,,,,Seed Funding,"Ashutosh Lawania, Alok Goel & others",2015,March
Niffler,,,"10,00,000",Seed Funding,SAIF Partners,2015,March
CustomFurnish.com,,,"25,00,000",Private Equity,"Madhukar Gangadi, Satish Reddy, Srini Raju, Srini Koppolu & SIDBI",2015,March
MapMyGenome,,,"12,00,000",Private Equity,Rajan Anandan & other angel investors,2015,March
Crowdfire (formerly Justunfollow),,,"25,00,000",Private Equity,Kalaari Capital,2015,March
Bite Club,,,"5,00,000",Seed Funding,"Powai Lake Ventures, Aneesh Reddy, Ashish Kashyap, Alok Mittal",2015,March
Localbanya,,,,Private Equity,Shrem Strategies,2015,March
Appedo,,,"10,00,000",Seed Funding,Undisclosed Investors,2015,March
Fitraq.com,,,"1,50,000",Seed Funding,Tarun Arora,2015,March
ChargeBee,,,"50,00,000",Private Equity,"Tiger Global, Accel Partners",2015,March
Groupon India,,,"2,00,00,000",Private Equity,Sequoia Capital,2015,March
Process 9,,,,Seed Funding,"IAN Ventures, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, Ajai Chowdhry",2015,March
MoonFrog Labs,,,"1,50,00,000",Private Equity,"Tiger Global, Sequoia Capital.",2015,March
Foodpanda,,,"11,00,00,000",Private Equity,Rocket Internet AG & others,2015,March
Paytm,,,,Private Equity,Ratan Tata,2015,March
DiabetOmics,,,"50,00,000",Private Equity,"VentureEast,\\xc2\\xa0 Varaprasad Reddy",2015,March
Qyk,,,,Seed Funding,"Powai Lake Ventures, Zishan Hayath, Abhishek Goyal, Sahil Barua",2015,March
Daily Rounds,,,"5,00,000",Seed Funding,"Kae Capital, GSF, Teruhide Sato",2015,March
Orobind,,,"2,00,000",Seed Funding,"Zishaan Hayath, Lalit Mangal, Harpreet Singh Grover",2015,March
Routofy,,,,Seed Funding,"Kunal Bahl, Rohit Bansal",2015,March
Digital Gorkha,,,"1,66,000",Seed Funding,Ramesh kavediya,2015,March
NestAway,,,"13,00,000",Seed Funding,"IDG Ventures, Naveen Tewari",2015,March
The Better India,,,"1,66,000",Seed Funding,I-cube-N,2015,March
Meru Cabs,,,"5,00,00,000",Private Equity,Value Fund Advisors,2015,March
GolfLAN,,,,Seed Funding,YourNest Angel Fund,2015,March
Drivestream,,,"50,00,000",Private Equity,Wipro,2015,March
wWhere,,,"2,00,000",Seed Funding,Group of Angel Investors,2015,March
GoJavas,,,,Private Equity,Snapdeal,2015,March
Tripoto,,,"20,00,000",Private Equity,"IDG Ventures, Outbox Ventures",2015,March
Graphic India,,,"28,00,000",Seed Funding,"CA Media LP,\\xc2\\xa0 Start Media.",2015,March
Harness Handitouch,,,,Private Equity,Armat Group,2015,March
Lets Corp,,,"30,00,000",Seed Funding,Wu Chay Chin,2015,March
CollateBox,,,"1,80,000",Seed Funding,LetsVenture,2015,March
Mahindra First Choice,,,"1,50,00,000",Private Equity,Valiant Capital,2015,March
Round One,,,,Seed Funding,"HT Media, Arun Duggal",2015,March
RazorPay,,,"1,20,000",Seed Funding,Y Combinator,2015,March
Mosambee,,,,Private Equity,RVCF and SIDBI,2015,March
Furlenco,,,"60,00,000",Private Equity,LightBox Ventures,2015,March
Cubito,,,"1,60,000",Seed Funding,Sol Primero,2015,March
Teabox,,,"60,00,000",Private Equity,"JAFCO Asia, Keystone Group, Dragoneer Investment, Accel Partners",2015,March
Artoo,,,"5,00,000",Private Equity,"Accion Venture Labs, Rianta Capital",2015,March
Fxkart.com,,,"20,00,000",Seed Funding,"Dr Mushtaq Shah, Dr Faraz Naqvi",2015,March
Rozgar Mela,,,,Seed Funding,"Impact Investment Holding, Upaya Social Ventures",2015,March
OYO Rooms,,,"2,50,00,000",Private Equity,"Greenoaks capital, Sequoia Capital, LightSpeed Ventures",2015,March
Roposo.com,,,"50,00,000",Private Equity,"Tiger Global Management, Indian Quotient, Binny Bansal",2015,March
Teewe,,,"17,50,000",Seed Funding,"Sequoia Capital, India Quotient",2015,March
ePoise,,,,Seed Funding,Undisclosed,2015,March
Urjas,,,"1,00,000",Seed Funding,Solidarity Venture Capital & others,2015,March
Chargein,,,"1,00,000",Seed Funding,Pittie Group,2015,March
Yogurt Labs,,,"1,15,000",Seed Funding,"Nick Adams, Kiran Bhat, Family Pot Investments LLP",2015,March
LimeRoad.com,,,"3,00,00,000",Private Equity,"Tiger Global, Matrix Partners, Lightspeed Venture Partners",2015,March
Team Indus,,,"15,00,000",Private Equity,"Nandan Nilekani, Rajiv Mody, Ajai Chowdhary",2015,March
Arohan Financial Services,,,"1,00,00,000",Private Equity,Tano Capital,2015,March
BillDesk,,,"7,50,00,000",Private Equity,TA Associates,2015,March
Triphobo,,,"30,00,000",Private Equity,"Mayfield Ventures, Kalaari Capital",2015,March
Aryaka,,,"1,60,00,000",Private Equity,"Trinity Ventures, InterWest Partners, Mohr Davidow Ventures, Presidio Ventures",2015,March
Appsdaily,,,"1,60,00,000",Private Equity,"Zodius Capital, Ru-Net, Kalaari Capital,\\xc2\\xa0 Qualcomm Ventures",2015,March
Faaya,,,"16,600",Seed\\nFunding,Group of Angel Investors,2015,February
InstaBounce,,,"16,600",Seed\\nFunding,Group of Angel Investors,2015,February
Chloroplast Foods,,,"16,600",Seed\\nFunding,Group of Angel Investors,2015,February
Dealwithus,,,"16,600",Seed\\nFunding,Group of Angel Investors,2015,February
CleverSharks,,,"16,600",Seed\\nFunding,Group of Angel Investors,2015,February
Leaf,,,"16,600",Seed\\nFunding,Group of Angel Investors,2015,February
SmartPocket,,,"2,50,000",Seed\\nFunding,"Sol Primero, Rajiv Mehta",2015,February
Yumist,,,"10,00,000",Private Equity,Orios Venture Partner,2015,February
NowFloats,,,,Private Equity,Omidyar Network,2015,February
FirstCry,,,"2,60,00,000",Private Equity,Valiant Capital Partners,2015,February
HolaChef,,,"3,25,000",Seed\\nFunding,India Quotient,2015,February
Frsh.co.in,,,"5,18,000",Seed\\nFunding,"India Quotient, Kae Capital",2015,February
Manthan,,,"6,00,00,000",Private Equity,"Temasek, Norwest Venture Partners",2015,February
Kobster.com,,,,Seed\\nFunding,Splice Advisors,2015,February
Culture Machine,,,"1,80,00,000",Private Equity,"Tiger Global, Times Internet, Zodius Capital",2015,February
Paytm,,,,Private Equity,Ant Financial Services (Alipay),2015,February
Aisle.co,,,"1,00,000",Seed\\nFunding,"Anand Vijay, Shashank Mehrotra & Others",2015,February
FreeCharge,,,"8,00,00,000",Private Equity,"Valiant Capital, Tybourne Capital, Sequoia Capital, RuNet and Sofina",2015,February
NewsHunt,,,"4,00,00,000",Private Equity,"Falcon Edge Capital, Matrix Partners India, Sequoia Capital India and Omidyar Network",2015,February
MyNoticePeriod,,,"30,00,000",Private Equity,IDG Ventures,2015,February
CarDekho.com,,,,Private Equity,Ratan Tata,2015,February
Faaso\\xe2\\x80\\x99s,,,"2,00,00,000",Private Equity,Lightbox Ventures,2015,February
CarTrade.com,,,,Private Equity,Chip Perry,2015,February
StoreKing,,,,Private Equity,Mangrove Capital Partners,2015,February
Capital Float,,,"1,30,00,000",Private Equity,"SAIF Partners, Sequoia Capital, Aspada",2015,February
Nimble Wireless,,,"30,00,000",Seed\\nFunding,AngelPrime,2015,February
Townscript,,,,Seed\\nFunding,Group of Angel Investors,2015,February
FindYahan,,,,Seed\\nFunding,"Karan Bajwa, Parvesh Bareja , Sunjay Kapur, Amanpreet Bajaj",2015,February
Stayzilla,,,"2,00,00,000",Private Equity,"Nexus Venture Partners, Matrix Partners",2015,February
Practo,,,"3,00,00,000",Private Equity,"Sequoia Capital, Matrix Partners",2015,February
CimplyFive,,,,Seed\\nFunding,"Suresh Senapaty, TV Mohandas Pai",2015,February
20Dresses,,,"10,00,000",Seed\\nFunding,"Srinivas Aluri, Srinivas Modukury, BS Nagesh",2015,February
Itzcash,,,"1,65,00,000",Private Equity,Ashok Goel (promoter),2015,February
NewsInShorts,,,"41,50,000",Private Equity,"Tiger Global, Rebright Partners, Sachin and Binny Bansal",2015,February
iTraveller.com,,,"10,00,000",Private Equity,ah! Ventures,2015,February
NextGen,,,,Seed\\nFunding,Mumbai Angels & Group of other investors,2015,February
Wooplr.com,,,"50,00,000",Private Equity,Helion Venture Partners,2015,February
Springleap,,,"8,00,000",Seed\\nFunding,Cross Border Angels,2015,May
Klip.in,,,"5,00,000",Seed\\nFunding,"Calcutta Angels, Venture Nursery Angels Mumbai Angels",2015,February
Renderlogy,,,"16,00,000",Private Equity,Brick Eagle,2015,February
Appbase,,,"2,90,000",Seed\\nFunding,"DA-IICT, Techstars, Carnegie Mellon University, Startup Brasil program",2015,February
HomeLane,,,"45,00,000",Private Equity,"Sequoia Capital, Ranjan Pai, Mohandas Pai & others",2015,February
Trip38,,,"10,00,000",Private Equity,"InterGlobe Technology Quotient, Lantern Capital",2015,February
Smartairtrip.com,,,"1,00,00,000",Private Equity,Undisclosed,2015,February
NoBroker,,,"30,00,000",Private Equity,"SAIF Partners, Fulcrum Ventures",2015,February
Caravan Craft Retail,,,"5,00,000",Seed\\nFunding,"Unitus Seed Fund\\nNarayan Ramachandran, Bijou Kurien",2015,February
SquadRun,,,,Seed\\nFunding,"Amit Ranjan, Deepinder Goyal, Zishaan Hayath, Powai Lake Ventures",2015,February
Clonect Solutions,,,"2,50,000",Seed\\nFunding,"V Balakrishnan, T V Mohandas Pai, BC Prabhakar",2015,February
TaxSutra,,,"1,60,000",Seed\\nFunding,"V Balakrishnan, T V Mohandas Pai",2015,February
PepperTap,,,,Seed\\nFunding,Sequoia Capital,2015,February
Sattviko,,,"3,20,000",Seed\\nFunding,"Sumit Jain, Rajat Jain, Sanjay Bhasin",2015,February
IndustryBuying,,,"20,00,000",Private Equity,SAIF Partners,2015,February
FreshWorld,,,,Seed\\nFunding,"Kris Gopalakrishnan, Nagaraja Prakasam",2015,February
TinyOwl,,,"1,60,00,000",Private Equity,"Matrix Partners, Sequoia Capital, Nexus Venture Partners",2015,February
Momoe,,,"12,00,000",Seed\\nFunding,"IDG Ventures India, Jungle Ventures, India Quotient.",2015,February
Grofers,,,"1,00,00,000",Private Equity,"Tiger Global Management, Sequoia Capital India",2015,February
LensKart,,,"21,50,000",Private Equity,"TPG Growth, TR Capital, IDG Ventures",2015,January
VioletStreet,,,"3,15,000",Seed\\nFunding,"Venkat Vallabhneni, Sudhakar Reddy, Srinivasa Rao Paturi",2015,January
Lookup,,,"3,80,000",Seed\\nFunding,"DeNA Co., Japan & Teruhide Sato (in Addition to MKS Switzerland & Kris GopalKrishnan)",2015,January
#Fame,,,"1,00,00,000",Private Equity,TO THE NEW Ventures,2015,January
Gympik,,,"1,35,000",Seed Funding,"Tom Clausen, Rohan Ajila, Haldyn Glass",2015,January
Near.in,,,"2,85,000",Seed Funding,"Anupam Mittal, Manish Vij, Prashant Tandon, Gaurav Agarwal, Akash Agarwal, Himanshu Aggarwal, Kevin Parikh",2015,January
Purplle.com,,,,Private Equity,IvyCap Ventures,2015,January
NumberMall,,,"1,00,00,000",Private Equity,SRI Capital,2015,January
Tookitaki,,,"10,00,000",Private\\nEquity,"Jungle Ventures, Redbright Partners, Blume Ventures",2015,January
Frankly,,,"6,00,000",Seed Funding,Matrix Partners,2015,January
Faircent,,,,Seed Funding,"Devesh Sachdev, Ashish Tiwari",2015,January
Nurturey,,,"1,25,000",Crowd funding,Seedrs Crowd funding platform,2015,January
Bewakoof,,,,Seed Funding,"Rohit Bansal, Kunal Bahl, Nikhil Vora",2015,January
Stridalyzer,,,"30,768",Crowd Funding,Kickstarter,2015,January
Commonfloor,,,"50,00,000",Private Equity,Google Capital,2015,January
Sokrati,,,,Private Equity,"IvyCap Ventures, Inventus Capital",2015,January
YepMe,,,"1,30,00,000",Private Equity,"JS Capital, Helion Venture Partners, Capricorn Investment Group",2015,January
TapCibo,,,,Seed Funding,Alok Goel,2015,January
Verayu,,,,Private Equity,"GWB Group, Blume Ventures",2015,January
MyDreamStore,,,"2,90,000",Seed Funding,Undisclosed Investors,2015,January
AppVirality,,,,Seed Funding,"Rajan Anandan, Mike Galgon, Ashim Mehra, Mohit Saxena, Ravi Gururaj, TNN Capital & IIG",2015,January
RateGain,,,"5,00,00,000",Private Equity,TA Associates,2015,January
eKincare,,,"1,61,000",Seed Funding,Adroitent Pvt. Ltd.,2015,January
ShopClues,,,"10,00,00,000",Private Equity,Tiger Global & Other investors,2015,January
Refiral,,,"3,30,000",Seed Funding,Cogent E Services,2015,January
Ping Digital,,,,Seed Funding,Consortium of Angel Investors,2015,January
HealthyWorld.in,,,"2,00,000",Seed Funding,Group of Angel Investors,2015,January
Hostel Dunia,,,"16,000",Seed Funding,Hyderabad Angels (at Startup Heroes event),2015,January
Play your sport,,,"16,000",Seed Funding,Hyderabad Angels (at Startup Heroes event),2015,January
Yo Grad,,,"16,000",Seed Funding,Hyderabad Angels (at Startup Heroes event),2015,January
Enabli,,,"16,000",Seed Funding,Hyderabad Angels (at Startup Heroes event),2015,January
CBS,,,"16,000",Seed Funding,Hyderabad Angels (at Startup Heroes event),2015,January
Hopscotch,,,"1,10,00,000",Private Equity,Eduardo Saverin & Velos Capital,2015,January
Amagi Media Labs,,,,Private Equity,Premji Invest & Mayfield Fund,2015,January
Simplilearn,,,"1,47,50,000",Private Equity,"Mayfield India, Kalaari Capital, Helion Ventures",2015,January
MyDreamStore,,,"3,25,000",Seed Funding,Undisclosed Investors,2015,January
Knit,,,,Seed Funding,"Rohit Jain, Amit Rambhia & Others",2015,May
Villgro,,,"32,50,000",Seed Funding,Michael & Susan Dell Foundation,2015,May
Freshmonk,,,,Seed Funding,"August Capital Partners, Michael Blakey",2015,January
Englishleap.com,,,,Private Equity,ANALEC,2015,January
Antuit,,,"5,60,00,000",Private Equity,"Goldman Sachs, Zodius Capital",2015,January
Caratlane.com,,,"3,10,00,000",Private Equity,Tiger Global,2015,January
Aasaanjobs,,,"15,00,000",Seed Funding,"Inventus Capital Partners, IDG Ventures",2015,January
Impartus,,,,Private Equity,Kaizen Private Equity,2015,January
Thrill App,,,"10,00,000",Private Equity,People Group (Shaadi.com),2015,January
CarDekho.com,,,"5,00,00,000",Private Equity,"Hillhouse Capital, Tybourne Capital",2015,January
Grabhouse.com,,,"25,00,000",Private Equity,"Kalaari Capital, Sequoia Capital",2015,January
Printvenue,,,"45,00,000",Private Equity,Asia Pacific Internet Group,2015,January
Graphene,,,"8,25,000",Private Equity,KARSEMVEN Fund,2015,January
Mad Street Den,,,"15,00,000",Private Equity,"Exfinity Fund, GrowX Ventures.",2015,January
Simplotel,,,,Private Equity,MakeMyTrip,2015,January
couponmachine.in,,,"1,40,000",Seed Funding,UK based Group of Angel Investors,2015,January
Aqgromalin,AgriTech,Chennai,"$200,000",,Angel investors,2020,December
Krayonnz,EdTech,Bangalore,"$100,000",Pre-seed,GSF Accelerator,2020,December
PadCare Labs,Hygiene management,Pune,,Pre-seed,Venture Center,2020,December
NCOME,Escrow,New Delhi,"$400,000",,"Venture Catalysts, PointOne Capital",2020,December
Gramophone,AgriTech,Indore,"$340,000",,"Siana Capital Management, Info Edge",2020,December
qZense,AgriTech,Bangalore,"$600,000",Seed,"Venture Catalysts, 9Unicorns Accelerator Fund",2020,December
MyClassboard,EdTech,Hyderabad,"$600,000",Pre-series A,ICICI Bank.,2020,December
Metvy,Networking platform,Gurgaon,,Pre-series,HostelFund,2020,December
Rupeek,FinTech,Bangalore,"$45,000,000",Series C,"KB Investment, Bertelsmann India Investments",2020,December
Gig India,Crowdsourcing,Pune,"$1,000,000",Pre-series A,"Shantanu Deshpande, Subramaniam Ramadorai",2020,December
Slurrp Farm,Food & Bevarages,Gurgaon,"$2,000,000",Series A,Fireside Ventures,2020,December
Medfin,HealthTech,Bangalore,,Series A,"Axilor Ventures, S.D. Shibulal",2020,December
MasterG,Fashion startup,New Delhi,,,Acumen Fund's angel programme,2020,December
Brila 91,Food & Bevarages,New Delhi,"$1,200,000",,"Sequoia Capital India, Sixth Sense Ventures",2020,December
FoodyBuddy,Food Industry,Belgaum,"$600,000",,Rebel Foods,2020,December
Zomato,Food Delivery,Gurgaon,"$660,000,000",,"Kora, Tiger Global Management",2020,December
OurEye.ai,Virtual auditing startup,Bangalore,"$120,000",,"100X VC, Amara Ventures",2020,December
Shiprocket,E-commerce,New Delhi,"$7,500,000",Series C,"Bertelsmann India Investments, InnoVen Capital",2020,December
Pine Labs,FinTech,Noida,,,"Mastercard, Temasek Holdings",2020,December
Moneyboxx Finance,FinTech,New Delhi,"$1,000,000",,"BlackSoil, Caspian",2020,December
EWar,Gaming,Bangalore,,Pre-series A,"Jindal Steels, Jeet Banerjee",2020,December
SucSEED Indovation,FinTech,Hyderabad,"$5,000,000",,,2020,December
TaxBuddy.com,FinTech,Mumbai,"$1,000,000",,Zenith Global,2020,December
Awign Enterprises,Work fulfillment,Bangalore,"$500,000",,"Unitus Ventures, Work10M",2020,December
Circle of Angels,FinTech,Gurgaon,"$3,000,000",,,2020,December
CoinDCX,FinTech,Mumbai,"$10,000,000",Series B,"Coinbase Ventures, Polychain",2020,December
Glance,AI startup,Bangalore,"$145,000,000",,Mithril Capital Management.,2020,December
VerSe Innovation,Telecommunication,Bangalore,"$100,000,000",,Google,2020,December
Voosh,Food Industry,Bangalore,,Pre-seed,Better Capital,2020,December
Delhivery,E-commerce,Gurgaon,,,"Steadview Capital, Canada Pension Plan Investment Board",2020,December
Arya,AgriTech,Noida,"$21,000,000",Series B,Quona Capital,2020,December
Pickrr,Logistics,New Delhi,"$4,000,000",,Swastika,2020,December
PhonePe,FinTech,Andheri,"$20,000,000",,"Flipkart, Walmart",2020,December
Countingwell,EdTech,Bangalore,"$1,000,000",Pre-series A,"Delhi Private School, UAE, Interstar",2020,December
Callify.ai,Tech Startup,Mumbai,"$560,000",Seed,Malpani Ventures,2020,December
Hudle,Sports,New Delhi,,Pre-series A,Survam Partners,2020,December
Cover it Up,E-commerce,Chennai,"$400,000",Seed,Angel investors,2020,December
BiteSpeed,E-commerce,Gurgaon,"$275,000",Seed,Whiteboard Capital,2020,December
WakeFit,Retail,Bangalore,"$20,000,000",Series B,Sequoia Capital.,2020,December
Sreyas Holistic Remedies,Medtech,Hyderabad,"$1,000,000",,Blacksoil,2020,December
Fleeca India,Tyre management,Jaipur,,,Bridgestone India,2020,December
M1xchange,FinTech,Gurgaon,"$4,500,000",,"BEENEXT, Mayfield Fund",2020,December
Exotel,Cloud company,Bangalore,"$5,000,000",,"A91 Partners, Artha India Ventures",2020,December
PagarBook,Software company,Bangalore,"$15,000,000",Series A,"Sequoia Capital, India Quotient",2020,December
PointOne Capital,Venture capitalist,Bangalore,,,,2020,December
Ayana,Renewable player,Bangalore,"$390,000,000",,"NIIF Ltd, CDC Group",2020,December
Fisdom,FinTech,Bangalore,"$7,000,000",,"PayU Finance India, Quona Capital",2020,December
Tinker Coders,EdTech,Noida,,Seed,STEMROBO Technologies,2020,December
Infinite Uptime,IoT startup,Pune,"$5,100,000",Series B,"Infrastructure Leasing & Financial Services Limited, Dorm Room Fund",2020,December
HappyLocate,SaaS startup,Bangalore,"$500,000",Pre-series A,The CoWrks Foundry,2020,December
PhonePe,FinTech,New Delhi,"$700,000,000",,Flipkart,2020,December
Loop Health,HealthTech,Pune,"$2,300,000",Seed,"Y Combinator, Sierra Ventures",2020,December
NeoDocs,HealthTech,Mumbai,,Pre-seed,9Unicorns Accelerator Fund,2020,December
The ePlane,Aero company,Chennai,,Seed,Speciale Invest,2020,December
TagMango,Marketing company,Mumbai,"$700,000",Seed,"XRM Media, Kevin Lin",2020,December
The New Shop,Retail startup,New Delhi,"$500,000",Seed,Huddle Accelerator,2020,December
MobiKwik,FinTech,Gurgaon,"$7,000,000",,"Hindustan Media Venture, Nicolas Jarrosson",2020,December
DebugsBunny,EdTech,Pune,"$100,000",,India Angel Fund,2020,December
BHIVE Investech,Co-working Startup,Bangalore,"$1,000,000",Seed,Blume Ventures,2020,December
Rivigo,Logistics,Gurgaon,"$19,000,000",,"Elevation Capital, Trifecta Capital Advisors",2020,December
ZipLoan,Finance company,New Delhi,"$3,000,000",,"Stride Ventures, Matrix Partners India",2020,December
Swipez,FinTech,Pune,,,"9Unicorns, Anicut",2020,December
Humus,AgriTech,Bangalore,,,"Venture Catalysts, 9Unicorns, We Founders Circle.",2020,December
Artivatic.ai,Tech company,Bangalore,,,"SenseAI Ventures, Saurabh Chugh",2020,December
Prescinto,Solar Monitoring Company,Ahmedabad,,Seed,"Startup incubator, Accelerator Venture Catalysts",2020,December
Toppeq,SaaS startup,Mumbai,,Seed,,2020,December
Bolo Indya,Video sharing platform,Gurgaon,"$400,000",,"India Accelerator, Sunil Kamath",2020,December
Bombay Play,Gaming startup,Bangalore,"$1,000,000",Seed,"Ramakant Sharma, Leo Capital India",2020,December
FreshToHome,E-commerce,Bangalore,,,Investment Corporation of Dubai (ICD),2020,December
KIKO TV,Video streaming platform,Mumbai,,Seed,"9Point8 Capital, Sunil Kumar Singhvi",2020,December
Atomberg Technologies,Consumer appliances,Mumbai,"$9,000,000",Series B,"Sandeep Tandon, Survam Partners",2020,December
DealShare,E-commerce,Jaipur,"$21,000,000",Series C,"Falcon Edge Capital, Omidyar Network",2020,December
Smallcase,FinTech,Bangalore,,,"WEH Ventures, BEENEXT",2020,December
CueMath,EdTech,Bangalore,"$40,000,000",Series C,"Sequoia Capital India, CapitalG",2020,December
Gamerji,Gaming startup,Ahmedabad,,Seed,La Gajjar Group.,2020,December
5C Network,HealthTech,Bangalore,"$1,200,000",Pre-series A,"Axilor Ventures, Unitus Ventures",2020,December
Ethereum Push Notification Service,Blockchain startup,Mumbai,"$750,000",Seed,Prolific angel investors,2020,December
Mihup,Conversational AI platform,Kolkata,"$1,500,000",Series A,"Ideaspring Capital, Accel",2020,December
