Company,Sector,Headquarters,Amount,Funding_Round_Type,Lead_Investors,Year,Month
Wellcure,Healthtech,Gurugram,"$200,000",,Inflection Point Ventures,2020,July
VilCart,Ecommerce,Bangalore,,Bridge Round,"N S Parthasarathy, Dilipkumar Khandelwal, Anand Nichani, Anath Ravi, Prashanth Prakash",2020,July
Firescore,Gaming,Mumbai,"$500,000",,Crazy Labs,2020,July
BulBul,Social commerce,Gurgaon,"$ 8,700,000",,Info Edge,2020,July
Toppr,Edtech,Mumbai,"$46,761,000",Series D,Foundation Holdings,2020,July
Pickright Technologies,Fintech,Bangalore,"$175,000",Seed Round,"Sanjay Mehta, Vikram Pandya, Gaurav Gupta, Vivel Srivatsav, Madhavi Bollipalli, Srinivas Paanem, Satish Bogullu",2020,July
Muse Wearables,Tech,Chennai,"$3,000,000",,Dr. Bhaskar Rao Bollineni,2020,July
SATYA Microcapital,Fintech,Delhi,"9.600,000",,BlueOrchard Finance Limited,2020,July
WYN Studio,Media,Gurugram,,Seed Round,India Angel Fund,2020,July
Fourth Partner Energy,Solar Solution,Bangalore,"$15,000,000",,ResponsAbility Investments AG,2020,July
Entri,Edtech,Kochi,"$1,700,000",Pre series A,Good Capital,2020,July
Snack Amor,Foodtech,Mumbai,,,Dr Srinivas Chunduru,2020,July
MPowered,SaaS,Gurugram,"$21,000,000",Pre series A,"Ashok Nichani, Shelly Nichani",2020,July
Leap Club,Social e-commerce,Gurugram,,,Titan Capital,2020,July
Ather Energy,Automobile,Bangalore,"$11,241,000",Series C,Hero MotoCorp,2020,July
Gigforce,HR tech,Bangalore,"$804,000",,Unitus Venture,2020,July
Vegrow,Agritech,Bangalore,"$2,500,000",Seed Round,"Matrix Partners India, Ankur Capital",2020,July
Finn,Fintech,Bangalore,,Pre series A,"Unicorn India, PointOne Capital, Astir Ventures",2020,July
Bijnis,B2B marketplace,,"$10,000,000",Series A,"Sequoia Capital India, Matrix Partners India, InfoEdge, Waterbridge Ventures",2020,July
iNurture,Edtech,Bangalore,"$1,340,000",,BlackSoil Capital,2020,July
StyleDotMe,Fashion Tech,Gurugram,"$467,000",Pre series A,Survam Partners,2020,July
Ripsey,Nutrition tech,Mumbai,"$133,000",,Ah! Ventures,2020,July
ThriveFNC,Health & Wellness,Pune,,Seed Round,Rajesh Ranavat,2020,July
Vedantu,Edtech,Bangalore,"$100,000,000",Series D,Coatue,2020,July
Magicpin,,Gurugram,"$7,000,000",Series D,Samsung Venture Investment Corporation,2020,July
Procol,Agritech,Delhi,"$3,823,000",,Sequoia Surge,2020,July
Yumlane,Cloud Kitchen,Mumbai,"$1,000,000",Pre series A,Jetty Ventures,2020,July
Crio,Edtech,Bangalore,"$934,000",,021 Capital,2020,July
Openapp,IoT,Bangalore,"$500,000",,Unicorn India Ventures,2020,July
PumPumPum,IoT/Automobile,Gurugram,"$293,000",,LetsVenture Syndicate,2020,July
uFony Services Pvt ltd,Edtech,Pune,,,Chennai Angels,2020,July
Protinus Fashion Networking Pvt Ltd,Fashion,Mumbai,,Pre series A,SucSEED Ventures,2020,July
Uable,Edtech,Bangalore,,Seed Round,3one4 Capital,2020,July
Walrus,Fintech,Bangalore,,Pre-Seed,Better Capital,2020,July
Arth Designbuild,Construction tech,Hyderebad,"$1,100,000",,"Startup-O, Eden Ventures",2020,July
goDutch,Fintech,Mumbai,"$1,700,000",Seed Round,"Matrix India, Y Combinator, Global Founders Capital, Soma Capital, VentureSouq",2020,July
ParkSmart,IoT,Delhi,"$198,000",,Ah! Ventures,2020,July
Plum,Healthtech,Bangalore,"$927,000",Seed Round,Incubate Fund,2020,July
IncNut Digital,Ecommerce,Hyderabad,"$4,000,000",Series A,RPSG Ventures,2020,July
GigIndia,Tech,Pune,"$971,000",Pre series A,Incubate Fund India,2020,July
Specsmaker,Eye Wear,Chennai,"$3,060,000",,Eight Road Ventures,2020,July
Piggy Ride,SaaS,Bangalore,"$1,862,000",Pre series A,"JAFCO Asia, Artha Venture Fund",2020,July
Chai Waale,Beverage,Chennai,"$232,000",,"Tharun Dhariwal, Sunil Kumar Singhvi, Arun Ostwal, Vishal Ostwal, Gunavanth Vaid, Bharat Kumar",2020,July
NOTO,Food,Mumbai,,Pre seed round,WEH Ventures,2020,July
Cuemath,Edtech,Bangalore,"$2,888,000",Series B,Trifecta Capital,2020,July
Cars24,Automobile,Gurgaon,"$1,328,000",,Vivriti Capital,2020,July
JetSynthesys,Digital tech,Pune,"$40,000,000",,"Adar Poonawalla, Kris Gopalakrishnan",2020,July
Earth Energy EV,Automobile,Mumbai,,Seed Round,LR Joshi,2020,July
Green Cure,Health & Wellness,Delhi,,,Venture Catalysts,2020,July
Blue Sky Analytics,Data Intelligence,Gurugram,"$1,200,000",Seed Round,"Beenext, Rainmatter CApital Pvt Ltd, Stanford Angels & Entrepreneurs",2020,July
Edhusk,Edtech,Jaipur,,,Mumbai Angel Network,2020,July
Decentro,Fintech,Bangalore,"$15,500,000",Series A,Y Combinator,2020,July
Zolostays,Co-living,Bangalore,"$56,000,000",Series C,"Investcorp, Nexus Venture Partners, Mirae Assets, Trifecta Capital",2020,July
Frontier Markets,Ecommerce,Jaipur,"$2,250,000",Pre series A,"ENGIE RAssembleurs d'Energies, The Rise Fund, and The Singh Family Trusts,Teja Ventures, Beyond Capital Fund.",2020,July
Brainwired,Agritech,Kerala,,,"Kritik Abiram, Parthiv Rokadia, Gaurav Saraogi",2020,July
Aye Finance,Fintech,Gurugram,"$16,753,000",Series E,Invest in Vision,2020,July
Paper Boat,Food & Beverages,Gurugram,"$3,700,000",,"Sofina Ventures, A91 Emerging fund, SCI Growth Investment II, Catamarann Ventures",2020,July
Ken42,Edtech,Bangalore,"$1,470,000",,Turbostart,2020,July
Forbidden Foods,Food,Delhi,"$1,000,000",Seed Round,"Globevestor, Secocha Ventures, First Cheque VC, Kashyap Deorah, Vijay Sivaram",2020,July
Universal Sportsbiz,Fashion,Bangalore,"$530,000",,NB Ventures,2020,July
Gobbly,Retail Tech,Gurugram,"$500,000",Seed Round,Sauce vc,2020,July
Aerostrovilos,Automotive,Chennai,,,Mumbai Angels Network,2020,July
Mitron,Media,Bangalore,"$267,000",Seed round,"3One4 Capital, LetsVenture",2020,July
Bulk MRO,B2B,Mumbai,"$3,344,000",,Stride Ventures,2020,July
Inspektlabs,AI,Delhi,"$600,000",Pre series A,"Better Capital, Titan Capital",2020,July
Big Bang Boom Solutions,Defense tech,Chennai,"$1,000,000",Series A,Mumbai Angels Network,2020,July
Flinto,Edtech,Chennai,"$7,200,000",Pre series B,Lightbox Ventures,2020,July
Zetwerk,Marketplace,Bangalore,"$21,000,000",Series C,Greenoaks,2020,July
ChitMonks,Fintech,Hyderabad,"$650,000",Pre series A,Unicorn India Ventures,2020,July
Rusk Media,Digital Media,Delhi,,Seed Round,"InfoEdge Venture Fund, Sprout Venture Partners",2020,June
Bold Care,Health & Wellness,Mumbai,,Pre-seed Round,"Rajesh Ranavat, Abhishek Shah, Sheetal Bahl, Manu Rikhye, Ashish Taneja, Kabir Kochhar, Mohit Satyanand",2020,June
Samosa Party,Food,Bangalore,,,Inflection Point Ventures,2020,June
High Street Essentials,Ecommerce,New Delhi,"$2,743,000",Pre series C,"SAIF Partners, India Quotient",2020,June
Byju's,Edtech,Bangalore,,,BOND,2020,June
Bombay Play,Gaming,Bangalore,"$1,500,000",Pre series A,"Leo capital, Ramakant Sharma",2020,June
Fullife,Healthtech,Mumbai,"$6,609,000",,Amansa Capital,2020,June
Oziva,Nutrition,,"$5,000,000",Series A,Matrix Partners,2020,June
Aye Finance,Fintech,Gurugram,"$27,700,000",Series E,"Capital G, Alphabet's Independent growth fund",2020,June
Aether Biomedical,Medtech,Delhi,,Seed Investment,Chiratae Ventures,2020,June
91springboard,Coworking,Delhi,"$5,940,000",,"Pearl Brook Holdings Ltd, Al Nour International Holdings Co.",2020,June
Yulu,Micro-mobiity,,"$3,964,000",,Rocketship,2020,June
MergerDomo,Marketplace,Noida,"$197,000",,"Nadir Godrej, Individual Investors",2020,June
GoMechanic,Auto-tech,Delhi,,Series B,Pawan Munjal,2020,June
Milk Mantra,Food,Odisha,"$10,000,000",,US International Development Finance Corporation,2020,June
Myglamm,Beauty,Mumbai,"$4,327,000",,"Tano India, L’Occitane, Bessemer",2020,June
Drishti Technologies,AI,Bangalore,"$25,000,000",Series B,Sozo Ventures,2020,June
Instasolv,Edtech,Noida,"$2,000,000",Pre series A,Undisclosed,2020,June
GoldenPi,Fintech,Bangalore,"$459,000",,Rainmatter Capital,2020,June
Sarva,Yoga & wellness,Mumbai,,,Shikhar Dhawan,2020,June
Jai Kisan,Fintech,Mumbai,"$3,937,000",Pre series A,"Arkam Ventures, Nabventures",2020,June
Agro2o,Agritech,New Delhi,,,Mumbai Angels Network,2020,June
GabbarDeals,Ecommerce,Pune,,,Venture Catalysts,2020,June
Crimson Healthcare,Med Tech,Delhi,"$229,800",,Mumbai Angels Network,2020,June
Biomoneta,Life sciences,Bangalore,,Seed Round,"Beyond Next Ventures, ArthaVida Ventures, Dr Aniruddha Malpani",2020,June
Edvizo,Edtech,Bangalore,"$150,000",Seed Round,Inflection Point Ventures,2020,June
Servify,SaaS,Mumbai,"$11,370,000",Series C,"Iron Pillar, Blume Ventures",2020,June
Drum Food,Food,Mumbai,"$5,305,000",,"Danone Manifesto, Mousse Partners",2020,June
Innoviti,SaaS,Bangalore,,Series C,"Entrepreneurial Development Bank, Bessemer Venture Partners",2020,June
Jiffy ai,AI,,"$18,000,000",Series A,Nexus Venture Partners,2020,June
Postman,Tech,,"$150,000,000",Series C,Insight Partners,2020,June
Waycool,Agritech,Chennai,"$5,500,000",Series C,Induslnd Bank,2020,June
Myelin Foundry,Deep Tech AI,,,,Pratithi,2020,June
Hapramp,Blockchain,Gurugram,"$1,000,000",,Anand Mahindra,2020,June
MyKaam,HrTech,Bangalore,,,"Dr Apoorva Ranjan Sharma, Mrunal Jhaveri, Nirav Panchmatia, Vikas Kapoor, Karan Garg",2020,June
HealthPlix,Healthtech,Bangalore,"$6,000,000",Series B,"JSW Ventures, Chiratae Ventures, Kalaari Capital",2020,June
YoloBus,Mobility/Transport,Gurugram,"$3,300,000",Series A,Nexus Venture Partners,2020,June
iNurture Education,Edtech,,"$4,000,000",,Kimera Ltd,2020,June
Pocket52,Gaming,Bangalore,"$1,750,000",Series A,Gameskraft,2020,June
QuaQua,Travel,Hyderabad,"$1,000,000",,Anthill Ventures,2020,June
Crofarm,Agritech,Delhi,"$1,000,000",,Smile group,2020,June
Timios,Foodtech,Bangalore,,Pre series A,Rangsons Technologies,2020,June
Wooden Street,Ecommerce,Jaipur,"$3,000,000",Series A,IAN Fund,2020,June
BankBazaar,Fintech,Chennai,"$5,967,000",Series D1,WSV Capital,2020,June
Rentmojo,Rental,Bangalore,"$2,980,000",,"Gautam Dalmia, Pratithi Investment Trust, Shri Investment",2020,June
Credgencies,AI & Debt,,Undiclsosed,Seed round,Titan Capital,2020,June
Knorish,SaaS/Edtech,Delhi,"$323,000",Pre series A,100x VC,2020,June
LetsTransport,Logitech,Bangalore,"$1,326,000",,Black Soil,2020,June
Vahak,Transport,,,Seed round,"Leo Capaitals, Amit Gupta, Abhishek Goyal, Ramakant Sharma, Harsh Pokhran",2020,June
Nutrova,Nutrition,Mumbai,,Pre series A,DSG Consumer Partners,2020,June
Cube Wealth,SaaS,Mumbai,"$500,000",Mid series,"Beenext, Asuka Holding",2020,June
Ola Financial Services,Fintech,Bangalore,"$27,000,000",Series A,Matrix Partners,2020,May
Awifs,Co-working,Delhi,"$5,200,000",,"Bisque Limited, Link Investment Trust.",2020,May
Swiflearn,Edtech,Gurugram,,Seed Round,"Stellaris Venture Partners, Venture Highway",2020,May
Blowhorn,Logistics,Bangalore,,,Trifecta Capital,2020,May
Toch,AI,Mumbai,"$1,000,000",Pre series A,"Chinaccelerator, 9 Unicorns Fund, Inflection Point Ventures",2020,May
Gram Cover,Insurtech,Noida,,Pre series A,"EMVC, Flourish, Omidyar Network India",2020,May
HomeCapital,Fintech,Mumbai,,,Varanium NexGen Fund,2020,May
NWNT (No Worry No Tension Healthcare),Healthtech,Delhi,,Pre Series A,Amit Burman,2020,May
Voicezen,AI,Gurugram,,,Bharti Airtel,2020,May
Leap Club,,Gurugram,"$340,000",Pre seed round,"Whiteboard Capital, FirstCheque, Artha India Ventures, Sweta Rau, Deepak Abbot, Amrish Rau, Harpreet Singh Grover",2020,May
Xtracap,Fintech,Gurugram,"$1,000,000",,Angel Investors,2020,May
Tring,Media,Mumbai,,,"Kalyan Krishnamurthy, Sujeet Kumar, Keshav Sanghi, Roman Saini, Sumit Jain, Hemesh Singh",2020,May
Vakilsearch,Legal,Chennai,,,Sujeet Kumar,2020,May
Khatabook,Fintech,Bangalore,"$60,000,000",Series B,B Capital Group,2020,May
LendingKart,Fintech,Ahmedabad,"$11,363,000",Series D,"Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient",2020,May
Illumnus,Edtech,,"$100,000",Seed Round,Angel investors. HNI,2020,May
LetsTransport,Logitech,Bangalore,"$1,715,000",,Innoven Capital,2020,May
Eggoz,Agritech,Bihar,"$329,000",Seed Round,"Tracxn Labs, Angellist, Tri-Deep Capital",2020,May
Winuall,Edtech,Bangalore,,,"Ankit Bhati, Nitin Gupta",2020,May
Indian School Finance Company,Fintech,Hyderabad,"$5,271,000",Seed Round,Gray Matters Capital,2020,May
Juicy Chemistry,,,"$650,000",Series A,Akya Ventures,2020,May
DeepTek,Healthtech,Pune,,,GHV Accelerator,2020,May
Stepathlon Lifestyle,Fitness,Mumbai,,,"Josh Liberman, Mark Adams",2020,May
Sindhuja Microcredit,Fintech,Noida,"$8,700,000",,Nordic Microfinance Initiative,2020,May
Rentmojo,Rental,Bangalore,"$3,226,000",,"Chiratae Ventures, Accel Partners, BCIP Venture Associates, Bain Capital, Renaud Laplanche",2020,May
Tesco Charge Zone,EV,Gujarat,,,Mumbai Angels Network,2020,May
Intello Labs,"Supply chain, Agritech",Gurugram,"$5,900,000",Series A,Saama Capital,2020,May
SirionLabs,SaaS,Gurugram,"$44,000,000",Series C,"Tiger Global, Avatar Growth Capital",2020,May
Magicpin,,Gurugram,"$3,879,000",,Lightspeed Venture Partners,2020,May
GroCurv,B2B,Gurugram,,Seed Round,Unicorn Investments Pte Ltd,2020,May
Refrens,SaaS,Bangalore,"$1,000,000",Seed Round,"Vijay Shekhar Sharma, Anupam Mittal",2020,May
Shiprocket,Logitech,,"$13,000,000",Series C,"Tribe Capital, Innoven Capital, BII",2020,May
Spyne,AI,Gurugram,,Pre series A,"Angellist, Smile Group, Manish Amin, Anil Goel, Anubhav Sonthalia, Deepak Mittal",2020,May
Nykaa,Ecommerce,Mumbai,"$8,800,000",,Steadview capital,2020,May
Phable,Healthtech,,"$1,000,000",Pre series A,Inflection Point Ventures,2020,May
Generic Aadhaar,Pharma,,,,Ratan Tata,2020,May
Mintoak,Fintech,Mumbai,"$2,000,000",Pre series A,Pravega Ventures,2020,May
VestSpace,Spacetech,Pune,"$10,000,000",,Next Capital,2020,May
Blackbuck,Logistics,Bangalore,,,Trifecta Venture,2020,May
Vernacular ai,AI,Bangalore,"$5,100,000",Series A,"Exfinity Ventures, IAN Fund",2020,May
Clover,Agritech,Bangalore,"$920,000",,Alteria Capital,2020,May
Varthana,Fintech,Bangalore,"$15,000,000",Series D,ChrysCapital,2020,May
Codeninja,SaaS,Bangalore,,Seed Round,"Hari Balasubramanian, EaSyndicate",2020,May
MetaMerphoSys,Insurance technology,Pune,,Pre Series A,Good Capital,2020,May
Rooter,Gaming,Delhi,"$1,700,000",Pre Series A,"Paytm, leAD Sports, Rockstud Capital, Founder Bank Capital",2020,May
Aker Foods,Foodtech & Logistics,Pune,,,Mumbai Angels Network,2020,May
Sascan Meditech pvt ltd,Healthtech,Kerala,,,Unicorn India Ventures,2020,May
DailyHunt,Media,,"$35,600,000",,Lupa India,2020,May
Pratilipi,Media,Bangalore,"$9,400,000",Series C,Tencent,2020,May
Biryani By Kilo,Food,Delhi,"$790,000",Series B,"Devanshu Dolat Desai, Anand M Khatau, Debasish Priyadarshi Purohit, Kaushik Shanghvi",2020,May
Consure Medical,Healthtech,Delhi,"$480,000",,"Accel Partners, Jungle Ventures",2020,May
Servify,,Mumbai,"$250,000",,Barkawi,2020,May
Tessol,Logistics,Mumbai,"$160,000",Series A,1Funds Domestic Scheme,2020,May
Remedo,Healthtech,Noida,,Pre series A,RiverRock Ventures,2020,May
News Reach,Media,Ahmedabad,,,Mumbai Angels Network,2020,May
RoomSoom,Housing,Noida,,,Mumbai Angels Network,2020,May
Pedagogy,Edtech,,"$400,000",,Inflection Point Ventures,2020,May
Classplus,Edtech,Delhi,"$8,200,000",Series B,RTP Global,2020,May
Medlife,Pharmaceutical,Bangalore,"$15,500,000",,Hero Fincorp,2020,May
Qin1,Edtech,Noida,,,Venture Catalysts,2020,April
MYSUN,Tech,Delhi,"$4,257,000",Pre series A,Undisclosed,2020,April
ShopX,Ecommerce,Bangalore,"$1,410,000",,Li and Fung,2020,April
Sarva,Yoga & wellness,,,,"Mantra Capital, Patni Family",2020,April
Expertrons,AI,Mumbai,,Seed Round,"Nikhil Vora, Iceland Venture Studio, LetsVenture, Samyakth Capital",2020,April
NewsBytes,Digital Media,Gurugram,"$1,500,000",Series A,North Base Media,2020,April
Wagonfly,,Bangalore,"$500,000",,Investment Trust of India,2020,April
NIRA,Fintech,,"$2,100,000",Pre Series A,Angel investors,2020,April
Convosight,Data Analytics,Hyderabad,"$4,000,000",Pre series A,"IvyCap Ventures, Sequoia Capital",2020,April
Fittr,Fitness,Pune,"$2,000,000",,"Sequoia Capital Surge, Better Capital",2020,April
AsknBid,Investment Tech,Bangalore,,,Ravikanth Reddy & Mumbai Angel Network,2020,April
Bira91,Beverage,Bangalore,"$20,000,000",Series C,"Sequoia Capital, Sofina",2020,April
Finaureus Technologies,Fintech,Pune,,Pre series A,Pinetree Capital,2020,April
Daily Ninja,Ecommerce,Haryana,"$349,800",,Big Basket,2020,April
Guvi Geek Network Pvt Ltd,Edtech,Chennai,"$786,000",Pre series A,Education Catalyst Fund,2020,April
LoadShare,Logistics,Bangalore,"$2,004,000",Series B,CDC Group,2020,April
Vedantu,Edtech,Bangalore,"$6,800,000",Series C,KB Global Platform Firm,2020,April
Indusface,IT,,"$5,000,000",,Tata Capital Growth Fund II,2020,April
DMI Group,Financial Services,Delhi,"$123,000,000",,NXC Corporation,2020,April
Spintly,IoT,Goa,"$248,000",Pre series A,Saltwater Venture Sparks,2020,April
Bijak,Agritech,Gurugram,"$12,000,000",Series A,RTP Global,2020,April
Bugworks,Biopharma,Bangalore,"$7,500,000",,"University of Tokyo Edge Capital, Global Brain Corporation",2020,April
DrinkPrime,,Bangalore,,Seed Round,"Abhishek Goyal, Bharat Jaisinghani, FirstCheque",2020,April
Yap,Fintech,Chennai,"$4,500,000",Series A,BeeNext,2020,April
Pariksha,Edtech,Pune,,Pre series A,"INSEAD Angels, IIT Kanpur Angels, Sixth Sense Ventures, Saahil Bhatia",2020,April
NoBroker,Real Estate,Bangalore,"$30,000,000",,General Atlantic,2020,April
Box8,Foodtech,Mumbai,"$4,000,000",,"IIFL Seed Ventures Fund, Menlo park",2020,April
Capital Float,Fintech,Bangalore,"$15,000,000",,"Ribbit Capital, SAIF Partners, Sequoia Capital India, Amazon",2020,April
ITILITE,Travel & SaaS,Bangalore,"$13,000,000",Series B,"Greenoaks Capital, Vy Capital. Matrix Partners India",2020,April
Aavenir,SaaS,Ahmedabad,"$2,000,000",Seed round,Accel,2020,April
BLive,Tourism & EV,,,Pre series A,Mumbai Angels Network,2020,April
Yellow Messenger,AI,Bangalore,"$20,000,000",Series B,"Lightspeed Venture Partners, Lightspeed India Partners.",2020,April
Setu,Fintech,,"$14,259,000",Series A,"Lightspeed Venture, Falcon Edge, Bharat Inclusive Technologies Seed Fund.",2020,April
Power Gummies,Health,Delhi,,,Venture Catalysts,2020,April
Rebel Foods,Food tech,,"$50,000,000",,Coatue Management,2020,April
BankBazaar,Fintech,Chennai,"$3,800,000",Series D,"Amazon, Sequoia, Walden SKT Venture Fund",2020,April
Porter,Logistics,Mumbai,"$18,370,000",Series D,Lightstone Global Funds,2020,April
SugarBox,Tech,Mumbai,"$68,525,000",,Zee Entertainment Enterprises Limited,2020,April
Capital Float,Fintech,Bangalore,"$4,800,000",Series F,"Amazon Inc`, Dinesh J Hinduja",2020,April
Amica,Fintech,,"$2,000,000",,"Hummingbird Ventures, Bedrock Capital",2020,April
Vedantu,Edtech,Bangalore,"$12,500,000",Series C,Legend Capital,2020,April
Fingerlix,Food,,"$1,834,000",,"Accel, Zephyr Peacock, Swiggy, RB Investments.",2020,April
Zupee,Gaming,,"$8,000,000",Series A,Matrix Partners,2020,April
Lido Learning,Edtech,Mumbai,"$7,500,000",Series B,Bace Capital,2020,April
Aye Finance,Fintech,Gurugram,"$23,850,000",,Undisclosed,2020,April
Swiggy,Foodtech,Bangalore,"$43,000,000",Series A,"Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, Mirae Asset Capital Markets",2020,April
Zomato,Foodtech,Gurugram,"$5,000,000",,Pacific Horizon,2020,April
RaRa Delivery,Logistics,,"$800,000",Seed Round,"Der Shing Lim, 500 startups",2020,April
Obviously AI,Data Science,,,,Arka Venture Labs,2020,April
Fingpay,Fintech,Mumbai,"$3,500,000",Series A,IvyCap Ventures,2020,April
Recko,SaaS,Bangalore,"$6,000,000",Series A,Vertex Ventures,2020,April
Furlenco,Ecommerce,Bangalore,"$10,000,000",,"Chowdry Associates, Lightbox",2020,April
Mera Cashier,Fintech,Noida,"$150,000",,"Sukhbir Singh, India Accelerator, Boudhik Ventures, Shankar Nath, Shaurya Garg",2020,April
Kitchens Centre,,Delhi,"$500,000",Seed Round,AngelList India,2020,April
Camp K12,Edtech,Gurugram,"$4,000,000",Seed Round,"Matrix Partners, SAIF Partners",2020,April
MedGenome,Healthtech,Bangalore,"$55,000,000",Series D,LeapFrog Investments,2020,April
Ergos,Agritech,Bangalore,"$4,598,000",,Aavishkar Capital,2020,April
Nykaa,Ecommerce,Mumbai,"$13,137,000",,Steadview capital,2020,April
SaScan,Healthcare,Bangalore,,,Unicorn India ventures,2020,March
Lido Learning,Edtech,Mumbai,"$3,000,000",,"Pecus Capital, Madhur Deora",2020,March
Nimesa,SaaS,Bangalore,,,Ideaspring capital,2020,March
Design X,IoT,Noida,"$200,000",Seed Round,ThinkNext LLC,2020,March
Driftly Electric,Automobile,Bangalore,,,MG Motor India,2020,March
Imstrong,Fitness,Bangalore,"$400,000",Seed round,Rainmatter,2020,March
Craftsvilla,Marketplace,Mumbai,"$3,900,000",,Supera Investments,2020,March
Rupifi,Fintech,Bangalore,,Pre seed round,"Ashneer Grover, Kunal Shah, Ramakant Sharma",2020,March
SnackAmor,Food,Mumbai,,Seed round,Undisclosed,2020,March
CoinDCX,Fintech,,"$3,000,000",Series A,"Polychain Capital, Bain Capital Ventures, HDR Group",2020,March
NuNu TV,Media,,"$670,000",,Risers Accelerators,2020,March
Excess2Sell,Ecommerce,Mumbai,"$1,000,000",,Gautham Madhavan,2020,March
Pitstop,Automobile,Bangalore,"$2,500,000",Series A,TPG-backed Group Landmark,2020,March
Univariety,Edtech,Hyderabad,"$1,100,000",,Info Edge,2020,March
Peel Works,SaaS,Mumbai,"42.23,000","Series C, D",CESC Ventures,2020,March
Vivriti Capital,Fintech,Chennai,"$50,000,000",Series B,LGT Lightstone Aspada,2020,March
Agnikul,Spacetech,Chennai,"$3,148,000",Pre Series A,pi Ventures,2020,March
Khatabook,Fintech,Bangalore,,,Mahendra Singh Dhoni,2020,March
Smart Coin,Fintech,,"$7,000,000",Series A,LGT LightstoneAspada,2020,March
ZunRoof,Cleantech,Gurugram,"$3,000,000",Series A,Godrej Investments,2020,March
Shop101,Social e-commerce,,"$3,900,000",Series C,"Stellaris Venture Partners, Unilever Ventures, Kalaari Capital, Vy Capital",2020,March
Lal10,B2B,Uttar Pradesh,"$1,100,000",,Sorenson Impact,2020,March
Anaxee Digital Runner,Tech,Indore,,,Orios Venture Partners,2020,March
CollegeKhabri,Edtech,Bhopal,,,Vishal Dixit,2020,March
Multi Living,Real Estate,Mumbai,"$6,000,000",,Lodha Ventures,2020,March
FamPay,Fintech,Bangalore,"$4,700,000",Seed Round,"Y Combinator, Venture Highway, Sequoia India, Global Founders Capital",2020,March
UnboxRobotics Labs,Automation tech,Bangalore,"$500,000",Seed Round,"Arali Ventures, CIIE.CO",2020,March
Karbon Card,Fintech,Bangalore,"$2,000,000",Seed Round,"Kunal Shah, Amrish Rau, Jitendra Gupta",2020,March
Innerchef,Foodtech,Gurgaon,"$1,000,000",,Mistletoe,2020,March
Epigamia,FMCG,Mumbai,"25,58,000",Series C,KA Enterprise,2020,March
StyleNook,Ecommerce,Mumbai,,,"Lead Angels Network, Stanford Angels",2020,March
Callido Learning,Edtech,Mumbai,,,Education Catalyst Fund,2020,March
Soxytoes,Ecommerce,Delhi,,,Angel network,2020,March
F5,E-market,Delhi,,Seed Round,LetsVenture investors,2020,March
Paper Boat,Food & Beverages,Bangalore,"$4,049,500",,"Advent Management, A91 Emerging Fund, Trifecta Venture",2020,March
Salesken,AI & Data science,Bangalore,"$8,000,000",Series A,Sequoia India,2020,March
Arya,Agritech,Noida,"$6,000,000",Series B,LGT Lightstone Aspada,2020,March
Leap Finance,Fintech,Bangalore,"$5,500,000",,Sequoia India,2020,March
Sleepy Owl,Beverages,Delhi,,,Rukam Capital,2020,March
Tricog,Healthtech,Bangalore,"$10,500,000",Series B,"UTEC-The University of Tokyo Edge Capital, Aflac Ventures, LLC, Dream Incubator, TeamFund",2020,March
GogoBus,Travel tech,Delhi,,,Ixigo,2020,March
Trell,Social e-commerce,Bangalore,"$4,000,000",Pre series A,"Sequoia’s Surge, Fosun RZ",2020,March
Spaciya Consultants,Real Estate,Noida,"$500,000",Pre series A,Alok Garg,2020,March
Bounce,Automotive and Rentals,Bangalore,"$6,500,000",,InnoVen Capital,2020,March
Neeman,Ecommerce,,"$1,000,000",Pre series A,Anicut Angel Fund,2020,March
Chqbook,Fintech,Gurugram,"$5,000,000",Series A,Aavishkaar Capital,2020,March
SMEcorner,Fintech,Mumbai,"$30,000,000",Series B,Paragon Partners,2020,March
Oda Class,Edtech,Bangalore,,Pre Series A,Yuanfudao,2020,March
Spinny,E-tail,Haryana,"$43,700,000",Series B,"Nandan Nilekani, Sanjeev Aggarwal",2020,March
goStops,Accomodation,Delhi,,,Atraxn Partners.,2020,March
Vogo,Automotive,Bangalore,"$20,000,000",Series C,Lightstone Aspada,2020,February
Flick Stree,AI & Media,Mumbai,"$3,000,000",Series A,Samsung Venture Investment,2020,February
MinionLabs,Machine Learning,Bangalore,,,Indian Angel Network,2020,February
Josh Talks,Media,Haryana,"$1,500,000",Pre series A,Media Development Investment Fund,2020,February
PhoneParLoan,Fintech,Delhi,,,Accelerator MOX,2020,February
RailYatri,Travel,Noida,"$13,800,000",,"Nandan Nilekani, Samsung Venture Investment Corporation",2020,February
AjnaLens,Deeptech,Thane,"$1,500,000",Pre Series A,"Maharashtra Defence, Aerospace Venture Fund (MDAVF)",2020,February
Rupeek,Fintech,Bangalore,"$30,000,000",,"GGV Capital, Bertelsmann India Investments, Binny Bansal, Sequoia India, Accel Partners",2020,February
Invideo,Visual Media,,"$2,500,000",,Sequoia Capital’s Surge,2020,February
AvalonMeta,Edtech,,"$420,000",,Peerplays,2020,February
Near Store,Ecommerce,Mumbai,"$300,000",Seed Round,Sauce.vc,2020,February
ElecTorq,Automobile,Delhi,,,AdvantEdge,2020,February
