Company,Sector,Headquarters,Amount,Funding_Round_Type,Lead_Investors,Year,Month
IsGoingOnline,Retail,Cochin,$200000,Pre-series A,"Unicorn India Ventures, SEA Fund, Devdatt Shah",2021,August
Camp K12,EdTech,Gurugram,$12000000,Series A,"Matrix Partners India, Elevation Capital",2021,August
Elda Health,Healthcare,Bangalore,$1500000,Seed,"Avaana Capital, Orios Ventures",2021,August
Sporjo,SportsTech,Mumbai,$2000000,Pre-series A,Punit Balan,2021,August
Advantage Club,HRTech,Mumbai,$1700000,,"Y Combinator, Broom Ventures, Kunal Shah",2021,August
SuperGaming,Gaming,Pune,$5500000,Series A,"Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",2021,August
Ruptok,FinTech,New Delhi,$1000000,,Eclear Leasing,2021,August
O’ Be Cocktails,Wine & Spirits,Bangalore,$400000,,"First Cheque, Letsventure",2021,August
Zetwerk,Mechanical & Industrial Engineering,Bangalore,$150000000,Series E,,2021,August
AppsForBharat,Spiritual,Bangalore,$4000000,Seed,"Sequoia Capital India, BEENEXT",2021,August
Imagimake,Consumer Goods,Mumbai,$Undisclosed,,Velocity,2021,August
Khatabook,Financial Services,Bangalore,$100000000,Series C,"Tribe Capital, Moore Strategic Ventures (MSV)",2021,August
Smytten,Consumer Goods,Gurugram,$6000000,Series A,Fireside Ventures,2021,August
Syook,Industrial Automation,Bangalore,$1000000,Series A,"Inflection Point Ventures, ONGC",2021,August
Akudo,FinTech,Bangalore,$Undisclosed,Pre-Seed,"Y Combinator, Incubate Fund India",2021,August
NOTO,Consumer Goods,Mumbai,$500000,Pre-Series A,"Titan Capital, Rockstud Capital, John Abraham, WEH Ventures",2021,August
Lumiq,Information Technology,Noida,$2000000,Seed,Info Edge Ventures,2021,August
CommerceUp,Information Technology,Gurugram,$Undisclosed,Seed,NB Ventures,2021,August
Breathe Well-being,Health,Gurugram,$5500000,Series A,Accel,2021,August
Hike,Information Technology,New Delhi,$Undisclosed,,"Binny Bansal, Kunal Shah",2021,August
House of Kieraya,Lifestyle,Bangalore,$15000000,,TradeCred,2021,August
goEgoNetwork,Automotive,Pune,$2000000,,,2021,August
Probus,IoT,New Delhi,$500000,Bridge,Unicorn India Ventures,2021,August
DrinkPrime,Consumer Goods,Bangalore,$1000000,,"UC Inclusive Credit, Western Capital",2021,August
Smart Express,Logistics,Mumbai,$10000000,Seed,"IIFL India Private Equity Fund, Smiti Holding & Trading Company",2021,August
Smallcase,FinTech,Bangalore,$40000000,Series C,Faering Capital,2021,August
SATYA MicroCapital,Banking,New Delhi,$10000000,,"responsAbility Investments, Blue Orchard",2021,August
Snack Amor,Food & Beverages,Mumbai,$Undisclosed,,"Sanchit Agarwal, Sujan Sinha, Michael Cooke",2021,August
Postman,Computer software,Bangalore,$225000000,Series D,"CRV, Nexus Venture Partners",2021,August
Hashnode,Computer software,Bangalore,$6700000,Series A,"Salesforce Ventures, Sierra Ventures, Sequoia Capital India’s Surge",2021,August
RACEnergy,Automotive,Hyderabad,$1300000,Seed+,"Micelio Fund, growX ventures",2021,August
BharatPe,FinTech,New Delhi,$20000000,Debt,"IIFL Wealth, Asset Management, Northern Arc Capital",2021,August
Gyde,Computer software,Pune,$250000,Seed,"Better Capital, Ashish Achrekar",2021,August
BatteryPool,Automotive,Pune,$Undisclosed,Seed,IAN,2021,August
AgNext,AgriTech,Chandigarh,$21000000,Series A,Alpha Wave Incubation,2021,August
Xpresslane,Tech startup,Bangalore,$400000,Pre-seed,"Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies.",2021,August
LoanKuber,Digital mortgage,New Delhi,$1200000,Pre-Series A,,2021,August
OYO,Hospitality,Gurugram,$5000000,Series F2,Microsoft,2021,August
Rapido,Information Technology & Services,Bangalore,$52000000,,"Shell Ventures, Yamaha, Kunal Shah",2021,August
YPay,Fintech,Noida,$400000,,We Founder Circle,2021,August
SleepyCat,Furniture,Mumbai,$3800000,,"Saama Capital, DSG Consumer Partners, Sharrp Ventures",2021,August
Ultrahuman,Healthcare,Bangalore,$17500000,,Tiger Global’s Scott Schleifer,2021,August
UpScalio,E-commerce,Gurugram,$42000000,,,2021,August
Yellow Class,EdTech,Gurugram,$6000000,,Elevation Capital,2021,August
Yojak,B2B marketplace,Gurugram,$3800000,,Info Edge Ventures,2021,August
CreatorStack,Computer software,Bangalore,$2000000,,Accel,2021,August
Expertrons,EdTech,Mumbai,$2300000,,"Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels",2021,August
Rage Coffee,Food & Beverages,New Delhi,$5000000,,Sixth Sense Ventures,2021,August
Klub,Financial Services,Bangalore,$20000000,,"9Unicorns, Sequoia Capital India’s Surge",2021,August
Navia Life Care,Healtcare,New Delhi,$1000000,,"Anicut Angel Fund, 9 Unicorns",2021,August
1K Kirana Bazaar,Retail,Gurugram,$7000000,,"Info Edge, FalconEdge",2021,August
Zupee,Gaming,Gurugram,$30000000,,"WestCap Group, Tomales Bay Capital",2021,August
Locale.ai,Location Analytics,Bangalore,$1000000,,"Chiratae Ventures, Better Capital",2021,August
VerSe Innovation,Media,Bangalore,$450000000,,"Siguler Guff, Baillie Gifford",2021,August
MetroRide,Transportation,Bangalore,$Undisclosed,,,2021,August
Miko,Consumer Electronics,Mumbai,$28000000,,"IIFL AMC, Mankind Pharma Family Office, Aroa Ventures",2021,August
Whiz League,EdTech,New Delhi,$300000,,ITI Growth Opportunities,2021,August
Hash,Tobacco,New Delhi,$3500000,,Amrac Investment Trust,2021,August
Unacademy,EdTech,Bangalore,$Undisclosed,,Bhavin Turakhia,2021,August
Log 9 Materials,Deeptech,Bangalore,$8500000,Series A+,Amara Raja Batteries,2021,August
upGrad,EdTech,Mumbai,$25000000,,India Infoline Finance,2021,August
FlashPrep,EdTech,Bangalore,$500000,Pre-seed,Venture Highway,2021,August
Kenko Health,Insuretech,Mumbai,$1700000,Pre-series A,"BEENEXT, Orios",2021,August
Wiz Freight,Logistics & Supply Chain,Chennai,$3500000,Seed,Axilor,2021,August
Credgenics,Financial Services,New Delhi,$25000000,Series A,"Westbridge Capital, Tanglin Venture Partners",2021,August
BlueLearn,EdTech,Goa,$400000,Pre-seed,"100X.VC﻿,﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha",2021,August
NimbleBox.ai,MLOps platform,Chennai,$1000000,Seed,Venture Catalysts,2021,August
Pickrr,Logistics & Supply Chain,Gurugram,$12000000,Series B,"IIFL, Amicus Capital, Ananta Capital",2021,August
Stellaris Venture Partners,Venture Capital,Bangalore,$225000000,,,2021,August
Grip Invest,Financial Services,Gurugram,$3000000,Series A,"Venture Highway, Endiya Partners",2021,August
Heads Up For Tails,Pet care,New Delhi,$37000000,Series A,"Verlinvest, Sequoia Capital India",2021,August
Blue Tokai Coffee Roasters,Food & Beverages,New Delhi,$2000000,Pre-series B,Anicut Angel Fund,2021,August
Neeman,Consumer Goods,Hyderabad,$2000000,Series A,Sixth Sense Ventures,2021,August
BharatPe,FinTech,New Delhi,$370000000,Series E,Tiger Global,2021,August
GoSats,FinTech,Bangalore,$700000,Seed,"Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital",2021,August
StockGro,FinTech,Bangalore,$5000000,Pre-series A,"Roots Ventures, Velo Partners",2021,August
Onsurity,Healthcare,Bangalore,$16000000,Series A,Nexus Venture Partners,2021,August
Khabri,Media,Gurugram,$2000000,Pre-series A,,2021,August
Celcius,Logistics,Mumbai,$500000,,"Mumbai Angels Network, Huddle, Lumis Partners",2021,August
AyuRythm,Healthcare,Bangalore,$undisclosed,Seed,SucSEED Indovation Fund,2021,August
Enguru,EdTech,Bangalore,$undisclosed,Pre-series A,"Potencia Ventures, Bisk Ventures, LetsVenture, Ronnie Screwvala, Arihant Patni",2021,August
Rocket Skills,EdTech,Gurugram,$200000,Pre-seed,"Better Capital, First Cheque, Titan Capital",2021,August
RenewBuy,FinTech,Gurugram,$10000000,Series C,Evolvence Capital,2021,August
Faarms,AgriTech,Bangalore,$2000000,Seed,,2021,August
UrbanMatrix Technologies,Drone,Chennai,$100000,,SARA ELGI,2021,August
Jupiter,Banking,Mumbai,$44000000,Series B,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India",2021,August
Pixuate,DeepTech,Bangalore,$1000000,Seed,SucSEED Indovation Fund,2021,August
Playo,SportsTech,Bangalore,$500000,Pre-series A,ah! Ventures High Tables,2021,August
Toothsi,Health,Mumbai,$20000000,Series B,"Eight Roads Ventures, Think Investments, Mankekar Family Office",2021,August
Soothe Healthcare,Consumer Goods,New Delhi,$10000000,Series C,A91 Partners,2021,August
Goodmeetings,Computer software,Bangalore,$1700000,Series A,Chiratae Ventures,2021,August
Apnaklub,Wholesale,Bangalore,$3500000,Seed,Sequoia’s Surge,2021,August
ChefKart,Consumer Goods,Gurugram,$300000,Pre-seed,"Lead Angels, Titan Capital, Pravega Ventures",2021,August
Fashinza,Apparel & Fashion,Gurugram,$20000000,Series A,"Accel Partners, Elevation Capital",2021,August
Fabheads,Industrial Automation,Chennai,$undisclosed,Pre-series A,"Inflection Point Ventures, Rockstud Capital, FirstPort Capital, Bliss Flow Investments Pvt Ltd",2021,August
QuickShift,Logistics & Supply Chain,Pune,$770000,Seed,"Anicut Angel Fund, Axilor Ventures",2021,August
StackBOX,Logistics & Supply Chain,Bangalore,$1200000,,"Ecosystem Ventures, CMM group",2021,August
MedPrime Technologies,Healthcare,Thane,$undisclosed,Seed,"Mumbai Angels Network, Social Alpha",2021,August
infra.market,Construction,Thane,$125000000,Series D,Tiger Global,2021,August
SP Robotic Works,EdTech,Chennai,$3000000,Series A,Mount Judi India Growth Fund,2021,July
3SC,Logistics,Gurugram,$15000000,Series B,GEF Capital’s South Asia Fund,2021,July
Chai Waale,Food & Beverages,Chennai,$600000,,"Sunil Sethia, Sunil Kumar Singhvi, Manish Mardia",2021,July
Minimalist,Cosmetics,Jaipur,$10000000,Series A,Sequoia Capital,2021,July
Biconomy,Blockchain,New Delhi,$9000000,,"Mechanism Capital, DACM",2021,July
Fixcraft,Automotive,Gurugram,$1000000,Pre-series A,,2021,July
Slice,Financial Services,Bangalore,$10000000,,"Northern Arc Capital, Niyogin Fintech Limited, Credit Saison India, Vivriti Capital",2021,July
90+ My Tuition App,EdTech,Bangalore,$5000000,Series A,Pearl Investment LLC,2021,July
Wasabi,Consulting,Bangalore,$1800000,Seed,"021 Capital, Sparrow Capital",2021,July
Strata,Real Estate,Bangalore,$6000000,Series A,"Kotak Investment Advisors Limited, Gruhas Proptech",2021,July
Ourbetterplanet,E-commerce,Bangalore,$300000,Seed,VANS Group,2021,July
Murf.ai,SaaS startup,Bangalore,$1500000,Seed,Elevation Capital,2021,July
JetSynthesys,Media,Pune,$2000000,,Sachin Tendulkar,2021,July
MYFITNESS,Fitness,Silvassa,$1000000,Seed,9Unicorns,2021,July
I am Love,Healthcare,Mumbai,$4000000,Seed,Xentel Investments,2021,July
MyGlamm,D2C,Mumbai,$40000000,,Accel Partners,2021,July
Gumlet,IT,Bangalore,$1600000,,Sequoia’s Surge,2021,July
Eloelo,Gaming,Bangalore,$2000000,Pre-series A,"Waterbridge, Lumikai",2021,July
Edukemy,EdTech,Noida,$2000000,Pre-series A,"Auxano, Falcon5",2021,July
Zingbus,Mobility,Gurugram,$5000000,Pre-series A,Infoedge ventures,2021,July
NewsReach,Media,Ahmedabad,$300000,Seed,JITO Angel Network,2021,July
Pencilton,FinTech,Hyderabad,$330000,Pre-seed,Jupiter,2021,July
Bandhoo,IT,Gurugram,$1000000,,Unitus Ventures,2021,July
ixigo,IT,Gurugram,$53000000,,"GIC, Infoedge",2021,July
The Whole Truth,Food & Beverages,Mumbai,$6000000,Series A,Sequoia Capital,2021,July
Insane AI,Fitness,Bangalore,$800000,Seed,pi Ventures,2021,July
Learn4o Technology,E-learning,Jaipur,$undisclosed,Seed,IAN,2021,July
Droom,Automobile,Gurugram,$200000000,,,2021,July
Skymet,Environmental Services,Noida,$1000000,,"Northern Arc, Caspian Impact Investments",2021,July
Go Swift,Consumer Services,Bangalore,$2000000,Pre-series A,Kalaari Capital,2021,July
Mamaearth,Healthcare,Gurugram,$50000000,,Sofina Ventures SA,2021,July
G.O.A.T,D2C,Bangalore,$36000000,Series A,"Tiger Global, Flipkart Ventures",2021,July
Keeros,Food & Beverages,Lucknow,$Undisclosed,Pre-series A,Venture Catalysts,2021,July
ReDesyn,Merchandise,Mumbai,$300000,Pre-series A,Anthill Ventures,2021,July
Inspacco,Facilities Services,Pune,$200000,,,2021,July
Knorish,EdTech,Gurugram,$1000000,Pre-series A,"Inflection Point Ventures, Rockstud Capital, Pentathlon Ventures, Prophetic Ventures syndicate",2021,July
Dozee,Healthcare,Bangalore,$5000000,Series A,Prime VP,2021,July
BlackBuck,Logistics & Supply Chain,Bangalore,$67000000,Series E,"Tribe Capital, IFC Emerging Asia Fund, VEF",2021,July
Mailmodo,Marketing & Advertising,Bangalore,$2000000,Seed,"Sequoia’s Surge, Y Combinator",2021,July
SuperBeings,Computer software,Bangalore,$Undisclosed,Seed,Endiya Partners,2021,July
NirogStreet,Healthcare,New Delhi,$2500000,Series A,"Gokul Rajaram, Pureland Venture, Wavemaker Partners",2021,July
Hyreo,Human Resources,Thiruvananthapuram,$Undisclosed,Pre-series A,Callapina Capital,2021,July
GODI Energy,Automotive,Hyderabad,$Undisclosed,,Blue Ashva Capital,2021,July
Even,Healthcare,Bangalore,$5000000,Seed,Khosla Ventures,2021,July
Captain Fresh,Logistics,Bangalore,$12000000,Series A,"Accel Partners, Matrix India",2021,July
Otipy,Food & Beverages,Gurugram,$10200000,Series A,"Omidyar Network India, Innoven Capital",2021,July
Lenskart,Eyewear,Faridabad,$220000000,,"Temasek, Falcon Edge",2021,July
Eka.care,Healthcare,Bangalore,$4500000,,"Deep Kalra, Ashish Kashyap, Rajesh Magow",2021,July
Braingroom,EdTech,Chennai,$200000,,"IAN, Social Alpha, Startup Oasis",2021,July
Edvizo,Consumer Services,Bangalore,$1000000,Pre-series A,Inflection Point Ventures,2021,July
Credenc,FinTech,New Delhi,$25000000,,Capital India,2021,July
GlobalBees,D2C Business,New Delhi,$150000000,Series A,"FirstCry, Lightspeed Venture Partners",2021,July
Spinny,Automotive,Gurugram,$108000000,Series D,Tiger Global,2021,July
Mynvax,Biotechnology,Bangalore,$4000000,Series A,"Accel, LetsVenture, 1Crowd",2021,July
RiseBird,Human Resources,Pune,$500000,,SAB Holdings,2021,July
Uvi Health,Healthcare,Bangalore,$330000,Pre-seed,Titan Capital,2021,July
Vegrow,Farming,Bangalore,$13000000,,"Lightspeed Venture Partners, Elevation Capital",2021,July
Automovill,Automotive,Bangalore,$500000,,Mumbai Angels Network,2021,July
NFTically,NFT Marketplace,Gurugram,$Undisclosed,Seed,Jayanti Kanani,2021,July
HealthifyMe,Healthcare,Bangalore,$75000000,Series C,"LeapFrog, Khosla Ventures",2021,July
GalaxyCard,FinTech,Gurugram,$450000,,JITO Angel Network,2021,July
Bella Vita Organic,Healthcare,Gurugram,$10000000,,Ananta Capital,2021,July
SmartCoin,FinTech,Bangalore,$10000000,,"Northern Arc, Vivriti Capital",2021,July
CareerNinja,EdTech,Mumbai,$Undisclosed,Seed,Unitus Ventures,2021,July
MYSUN,Solar,New Delhi,$2000000,,TATA Cleantech Capital,2021,July
Sea6 Energy,Biotechnology,Bangalore,$9000000,Series B,Aqua-Spark,2021,July
Beco,Consumer Goods,Mumbai,$500000,Seed,Climate Angels Fund,2021,July
OneCode,Internet,Bangalore,$5000000,,"Sequoia’s Surge, Nexus Venture Partners",2021,July
MedPay,Information Technology,Bangalore,$1200000,Seed,"Entrepreneur First (EF), GrowX Ventures",2021,July
Inshorts,Internet,Noida,$60000000,,Vy Capital,2021,July
Digantara,SpaceTech,Bangalore,$2500000,Seed,Kalaari Capital,2021,July
Aqgromalin,AgriTech,Chennai,$700000,Seed,Zephyr Peacock,2021,July
Square Yards,Real Estate,Gurugram,$25000000,,ADM Capital,2021,July
OYO,Hospitality,Gurugram,$660000000,,"SoftBank Vision Fund, Hindustan Media Venture",2021,July
Slang Labs,Computer software,Bangalore,$Undisclosed,,100x Entrepreneurs,2021,July
NirogGyan,Healthcare,Gurugram,$Undisclosed,Seed,"Healthcare veterans, PIEDS",2021,July
Ola Electric,Automotive,Bangalore,$100000000,Debt,Bank of Baroda,2021,July
Bikry app,Consumer software,Noida,$1300000,,YCombinator,2021,July
Oliveboard,EdTech,Bangalore,$3000000,,IAN Fund,2021,July
Little Leap,EdTech,New Delhi,ah! Ventures,$300000,Vishal Gupta,2021,July
Trell,Social commerce,Bangalore,$45000000,Series B,"Mirae Asset, H&M",2021,July
Kredent,EdTech,Kolkata,$1000000,,Kotak Securities,2021,July
EasyAspataal,Healthcare,Mumbai,$500000,Seed,Venture Catalysts,2021,July
SMOOR,Food & Beverages,Bangalore,$Undisclosed,,Klub,2021,July
Pankhuri,Social community,Bangalore,$3200000,,Sequoia’s Surge,2021,July
Arcana,Information Technology,Bangalore,$370000,Seed,Balaji Srinivasan,2021,July
AdmitKard,EdTech,Noida,Pre-series A,,$1000000,2021,July
UrbanKisaan,Food & Beverages,Hyderabad,$Undisclosed,,BASF Venture Capital GmbH,2021,July
Aquaconnect,Fishery,Chennai,$4000000,Pre-series A,"Rebright Partners, Flourish Ventures",2021,July
Vah Vah!,EdTech,Bangalore,$1800000,,Sequoia Surge,2021,July
LetsDressUp,Apparel & Fashion,Gurugram,$300000,Pre-series A,"Titan Capital, Sequoia Capital",2021,July
Sapio Analytics,Computer software,Mumbai,$150000,,Parthiv Group,2021,July
BHyve,Human Resources,Mumbai,"ITO Angel Network, LetsVenture",$300000,"Omkar Pandharkame, Ketaki Ogale",2021,July
Indi Energy,Renewables & Environment,Roorkee,$Undisclosed,Seed,Mumbai Angels Network,2021,July
The Ayurveda Co,Consumer Goods,Gurugram,$Undisclosed,,"GetVantage, Velocity, Shiprocket Capital",2021,July
Pratilipi,Online storytelling,Bangalore,$48000000,,"Krafton Inc, Omidyar",2021,July
Ati Motors,Automotive,Bangalore,$35000000,Pre-series A,"Blume Ventures, Exfinity Venture Partners",2021,July
peAR,Deeptech,Mumbai,$300000,Pre-series A1,Inflection Point Ventures,2021,July
Gourmet Garden,Farming,Bangalore,$3000000,,"Beyond Next Ventures, M Venture Partners",2021,July
The Sleep Company,Consumer Goods,Mumbai,$1000000,Pre-series A,Fireside Ventures,2021,July
TyrePlex,B2B E-commerce,New Delhi,$Undisclosed,Seed,AdvantEdge Founders,2021,July
ION Energy,Automotive,Mumbai,$3600000,Pre-series A,,2021,July
Digit Insurance,Insuretech,Bangalore,$200000000,,"Faering Capital, Sequoia Capital India, IIFL Alternate Asset Managers",2021,July
FRAAZO,Food & Beverages,Mumbai,$11000000,Series A,"Sixth Sense Ventures, NABVENTURES",2021,July
Licious,Food & Beverages,Bangalore,$192000000,Series F,"Temasek, Multiples PE",2021,July
WinZO,Gaming,New Delhi,$65000000,Series C,Griffin Gaming Partners,2021,July
Furlenco,Consumer Goods,Bangalore,$100000000,,Zinnia Global,2021,July
Skylark Drones,Aviation,Bangalore,$3000000,Pre-series A,"InfoEdge Ventures, IAN Fund",2021,July
Leegality,IT company,Gurugram,$Undisclosed,Pre-series A,"IIFL, Mumbai Angels",2021,July
Arcatron Mobility,Healthcare,Pune,$Undisclosed,,Klub,2021,July
TWID,FinTech,Bangalore,$2500000,,"BEENEXT, Sequoia’s Surge",2021,July
PeakPerformer,EdTech,Bangalore,$Undisclosed,Early seed,Antler India,2021,July
MyMobiForce,Internet,Noida,$1400000,Pre-series A,Bharat Inclusion,2021,July
Pine Labs,Information Technology,Noida,$600000,,"Fidelity, BlackRock",2021,July
Genworks Health,Healthcare,Bangalore,$2000000,,Blacksoil,2021,July
Pocketly,FinTech,Bangalore,$Undisclosed,,,2021,July
Neverinstall,Information Technology,Bangalore,$370000,Seed,Speciale Invest,2021,July
CoRover,Information Technology,Bangalore,$Undisclosed,,Canbank Venture Capital Fund,2021,July
BeatO,Healthcare,New Delhi,$5000000,Pre-series B,W Health Ventures,2021,July
Earth Rhythm,Cosmetics,Gurugram,$1200000,Seed,Anicut Angel Fund,2021,July
Fountain9,Computer software,Mumbai,$1900000,Seed,"021 Capital, Y Combinator",2021,July
Rockclimber,Food & Beverages,Bangalore,$1000000,,Anand Prakash Sharma,2021,July
SpEd@home,EdTech,Mumbai,$300000,,,2021,July
CanPe,Computer software,Bangalore,$Undisclosed,Seed,Axilor Ventures,2021,July
Green Soul,Consumer Goods,Ambernath,$200000,,velocity.in,2021,July
Shiprocket,Logistics,New Delhi,$41000000,Series D1,"March Capital, Tribe Capital",2021,July
DealShare,Retail,Bangalore,$144000000,,Tiger Global,2021,July
Teachmint,EdTech,Bangalore,$20000000,Pre-series B,Learn Capital,2021,July
Vahak,Transportation,Bangalore,$5000000,Pre-series A,RTP Global,2021,July
goSTOPS,Hospitality,New Delhi,$1000000,Pre-series A,"IAN, Yuj Ventures",2021,July
Codedamn,Computer software,New Delhi,$Undisclosed,Pre-seed,Antler India,2021,July
Biocraft Innovation Technology,Environmental service,Noida,$Undisclosed,Pre-seed,JITO Angel Network,2021,July
Powerplay,Construction,Bangalore,$5200000,,"Sequoia’s Surge, Accel Partners",2021,July
Accio Robotics,Industrial Automation,Bangalore,$Undisclosed,,Uday Sodhi,2021,June
Delhivery,Logistics,Gurugram,$270000000,Series H,"Fidelity, GIC",2021,June
Avishkaar,EdTech,New Delhi,$600000,Pre-series A,Auxano,2021,June
Jobsgaar,Job discovery platform,New Delhi,$140000,Seed,SucSEED Indovation Fund,2021,June
Almo,D2C Fashion,Gurugram,$Undisclosed,Seed,Angelist India,2021,June
Breathe Well-being,HealthCare,New Delhi,$1000000,Pre-series A,"Stanford Angels and Entrepreneurs India, Anjali Bansal",2021,June
GalaxEye,SpaceTech,Chennai,$Undisclosed,Pre-seed,Speciale Invest,2021,June
Good Health Clinic,HealthCare,Hyderabad,$5000000,,Khosla Ventures,2021,June
Urban Company,Home services,New Delhi,$250000000,Series F,"Vy Capital, Wellington Management",2021,June
MYBYK,Rental,Ahmadabad,$1000000,Pre-series A,Avon Cycles,2021,June
Locus,Logistics,Bangalore,$50000000,Series C,"Blume Ventures, Exfinity Venture Partners",2021,June
Crejo.Fun,EdTech,Bangalore,$3000000,Seed,"Matrix Partners India, 021 Capital",2021,June
Bambinos,EdTech,Bangalore,$500000,Seed,"HNIs, Angels",2021,June
KreditBee,FinTech,Bangalore,$8000000,,"NewQuest Capital Partners, Motilal Oswal Private Equity",2021,June
Spardha,EdTech,Pune,$400000,Pre-series A1,Inflection Point Ventures,2021,June
Onelife Nutriscience,HealthCare,Mumbai,$Undisclosed,,Lasons India,2021,June
Flatheads,Fashion,Bangalore,$Undisclosed,,"Pankaj Chaddah, Srivatsan Rajan",2021,June
Fable Fintech,FinTech,Mumbai,$Undisclosed,Series A,Paytm,2021,June
Holisol,Logistics,New Delhi,$3000000,,"BlackSoil, CLSA Capital Partners",2021,June
Now&Me,HealthCare,New Delhi,$1000000,,"Saama, Whiteboard Capital",2021,June
Fyllo,AgriTech,Bangalore,$400000,Seed,"Indian Angel Network, Titan Capital, Lead Angels",2021,June
Cora Health,HealthCare,Bangalore,$Undisclosed,,,2021,June
Blaer Motors,Mobility,Chennai,$300000,,The Chennai Angels,2021,June
Swiflearn,EdTech,Gurugram,$3000000,Pre-series A,"Venture Highway, Stellaris Venture Partners",2021,June
Cashfree,FinTech,Bangalore,$Undisclosed,,"State Bank of India, Y Combinator",2021,June
QuickSell,E-commerce,Mumbai,$2000000,Pre-series A,"Sanjay Baldwa, Ajay Jain",2021,June
Truemeds,Heathcare,Mumbai,$5000000,Series A,InfoEdge,2021,June
Candes,E-commerce,New Delhi,$3000000,,"Nitin Passi, Ruchirans Jaipuria",2021,June
MediBuddy,Heathcare,Bangalore,$3000000,,"Stride Ventures, InnoVen Capital",2021,June
F5,Food & Beverages,New Delhi,$300000,Pre-series A,"Venture Catalysts, Jeevak Gupta",2021,June
Capital Float,FinTech,Bangalore,$6000000,,"Triodos Investment Management, SAIF Partners",2021,June
IntelleWings,IT startup,Panchkula,$100000,Seed,,2021,June
Shyplite,Logistics,New Delhi,$1000000,,N+1 Capital,2021,June
Refyne,FinTech,Bangalore,$20000000,Series A,"DST Global, RTP Global",2021,June
Greenjoules,Renewable Energy,Pune,$4500000,Series A,Blue Ashva Capital,2021,June
MentorKart,Consulting,New Delhi,$150000,Seed,"Amit Singal, Manish Aggarwal",2021,June
Leverage Edu,EdTech,New Delhi,$2000000,Debt,"Trifecta Capital Advisors, Blume Ventures",2021,June
Kale Logistics,Logistics,Thane,$5000000,Series A,Inflexor Ventures,2021,June
CustomerGlu,CRM,Bangalore,$320000,,"Kumar Aakash, Amit Singhal",2021,June
Cell Propulsion,EV startup,Bangalore,$2000000,,growX ventures,2021,June
Wellbeing Nutrition,HealthCare,Mumbai,$Undisclosed,,Klub,2021,June
Pee Safe,HealthCare,Gurugram,$3000000,Pre-series B,"Shaival Desai, Alkemi Venture Partners",2021,June
Chqbook,FinTech,New Delhi,$1000000,,"Aavishkaar Venture Capital, YWC Venture Capital",2021,June
SimpliContract,Software,Bangalore,$1800000,Seed,Kalaari Capital,2021,June
Dropshop,Logistics,Bangalore,$1000000,Pre-series A,Inflection Point Ventures,2021,June
Jumbotail,E-commerce,Bangalore,$4000000,Debt,Alteria Capital,2021,June
BYJU'S,EdTech,Bangalore,$350000000,,"Tiga Investments, Baron Capital",2021,June
Power Gummies,Nutrition,New Delhi,$1000000,,"Venture Catalysts, 9unicorns",2021,June
Convosight,SaaS startup,New Delhi,$9000000,Series A,Qualgro,2021,June
Junio,FinTech,New Delhi,$600000,Seed,"Amit Lakhotia, Pravin Jadhav",2021,June
Wherehouse.io,Logistics,New Delhi,$Undisclosed,Seed,Better Capital,2021,June
Flexmoney,FinTech,Mumbai,$4800000,Series A,Pravega Ventures,2021,June
Fampay,FinTech,Bangalore,$38000000,Series A,"Greenoaks Capital, Elevation Capital",2021,June
Apna,Human Resources,Bangalore,$70000000,Series B,"Sequoia Capital India, rocketship.vc",2021,June
XYXX Apparels,Fashion,Surat,$4000000,Series A,,2021,June
WaterScience,D2C startup,Bangalore,$Undisclosed,,,2021,June
BrowserStack,SaaS startup,Mumbai,$200000000,Series B,Accel,2021,June
Vital,Insuretech,New Delhi,$3000000,Pre-series A,BLinC Invest,2021,June
Juicy chemistry,HealthCare,Coimbatore,$Undisclosed,,Spring Marketing Capital,2021,June
Samaaro,SaaS startup,Bangalore,$125000,,"Chaitanya Kalipatnapu, Kedar Gavane",2021,June
Imagimake,Innovation management,Mumbai,$500000,Pre-series A,"Roha Investment Managers, angel investor Saumil Shah",2021,June
MSMEx,EdTech,Andheri,$1000000,Pre-series A,"TNF Ventures, Razorpay",2021,June
RenewBuy,Insuretech,Gurugram,$45000000,Series C,"Lok Capital, IIFL Asset Management",2021,June
saarthi.ai,AI startup,Bangalore,$Undisclosed,Seed,Nvidia Inception,2021,June
Kutumb,Community platform,Bangalore,$26000000,Series A,"Tiger Global Management, DST Global",2021,June
Superplum,AgriTech,Noida,$3800000,Pre-series A,Marquee investors,2021,June
Upside AI,FinTech,Mumbai,$1200000,Seed,Endiya Partners,2021,June
PazCare,Insuretech,Bangalore,$Undisclosed,,"Ashish Hemrajani, Parikshit Dar",2021,June
Answer Genomics,HealthCare,Bangalore,$Undisclosed,,"India Accelerator, Lyxel&Flamingo",2021,June
Skillmatics,EdTech,Mumbai,$6000000,Series A,Sequoia Capital India,2021,June
Bimaplan,Insuretech,Bangalore,$2500000,Pre-series A,"Roshan Abbas, Ritesh Malik",2021,June
